,날짜,지점,평균기온(℃)
59,2019-03-01,충북,4.8
60,2019-03-02,충북,5.4
61,2019-03-03,충북,7.1
62,2019-03-04,충북,8.6
63,2019-03-05,충북,7.2
64,2019-03-06,충북,8.3
65,2019-03-07,충북,6.3
66,2019-03-08,충북,5.2
67,2019-03-09,충북,6.2
68,2019-03-10,충북,6.8
69,2019-03-11,충북,4.9
70,2019-03-12,충북,3.8
71,2019-03-13,충북,2.0
72,2019-03-14,충북,3.9
73,2019-03-15,충북,5.3
74,2019-03-16,충북,4.6
75,2019-03-17,충북,5.4
76,2019-03-18,충북,5.8
77,2019-03-19,충북,9.4
78,2019-03-20,충북,10.3
79,2019-03-21,충북,8.3
80,2019-03-22,충북,3.6
81,2019-03-23,충북,2.0
82,2019-03-24,충북,3.3
83,2019-03-25,충북,5.9
84,2019-03-26,충북,8.9
85,2019-03-27,충북,12.5
86,2019-03-28,충북,11.1
87,2019-03-29,충북,10.4
88,2019-03-30,충북,4.8
89,2019-03-31,충북,3.7
90,2019-04-01,충북,3.9
91,2019-04-02,충북,5.4
92,2019-04-03,충북,6.1
93,2019-04-04,충북,8.5
94,2019-04-05,충북,10.3
95,2019-04-06,충북,10.5
96,2019-04-07,충북,13.6
97,2019-04-08,충북,11.7
98,2019-04-09,충북,8.4
99,2019-04-10,충북,6.7
100,2019-04-11,충북,8.5
101,2019-04-12,충북,10.4
102,2019-04-13,충북,10.8
103,2019-04-14,충북,8.8
104,2019-04-15,충북,10.2
105,2019-04-16,충북,13.0
106,2019-04-17,충북,15.6
107,2019-04-18,충북,14.7
108,2019-04-19,충북,11.5
109,2019-04-20,충북,15.0
110,2019-04-21,충북,16.8
111,2019-04-22,충북,19.1
112,2019-04-23,충북,17.4
113,2019-04-24,충북,17.2
114,2019-04-25,충북,13.7
115,2019-04-26,충북,8.8
116,2019-04-27,충북,10.8
117,2019-04-28,충북,11.0
118,2019-04-29,충북,10.1
119,2019-04-30,충북,15.2
120,2019-05-01,충북,15.4
121,2019-05-02,충북,15.5
122,2019-05-03,충북,17.2
123,2019-05-04,충북,18.1
124,2019-05-05,충북,18.5
125,2019-05-06,충북,13.7
126,2019-05-07,충북,13.5
127,2019-05-08,충북,15.0
128,2019-05-09,충북,16.2
129,2019-05-10,충북,17.7
130,2019-05-11,충북,19.5
131,2019-05-12,충북,19.4
132,2019-05-13,충북,18.8
133,2019-05-14,충북,19.6
134,2019-05-15,충북,20.2
135,2019-05-16,충북,21.8
136,2019-05-17,충북,22.0
137,2019-05-18,충북,18.4
138,2019-05-19,충북,19.4
139,2019-05-20,충북,15.9
140,2019-05-21,충북,16.1
141,2019-05-22,충북,18.2
142,2019-05-23,충북,19.9
143,2019-05-24,충북,22.4
144,2019-05-25,충북,22.8
145,2019-05-26,충북,23.0
146,2019-05-27,충북,17.6
147,2019-05-28,충북,17.1
148,2019-05-29,충북,18.8
149,2019-05-30,충북,19.0
150,2019-05-31,충북,18.4
151,2019-06-01,충북,17.4
152,2019-06-02,충북,20.3
153,2019-06-03,충북,21.7
154,2019-06-04,충북,23.4
155,2019-06-05,충북,23.5
156,2019-06-06,충북,21.4
157,2019-06-07,충북,18.2
158,2019-06-08,충북,20.5
159,2019-06-09,충북,20.7
160,2019-06-10,충북,17.6
161,2019-06-11,충북,19.0
162,2019-06-12,충북,20.0
163,2019-06-13,충북,22.1
164,2019-06-14,충북,20.4
165,2019-06-15,충북,20.5
166,2019-06-16,충북,20.7
167,2019-06-17,충북,21.5
168,2019-06-18,충북,20.4
169,2019-06-19,충북,21.3
170,2019-06-20,충북,22.8
171,2019-06-21,충북,22.9
172,2019-06-22,충북,22.4
173,2019-06-23,충북,21.6
174,2019-06-24,충북,23.3
175,2019-06-25,충북,24.6
176,2019-06-26,충북,20.8
177,2019-06-27,충북,23.7
178,2019-06-28,충북,24.8
179,2019-06-29,충북,21.4
180,2019-06-30,충북,23.3
181,2019-07-01,충북,22.6
182,2019-07-02,충북,22.5
183,2019-07-03,충북,22.8
184,2019-07-04,충북,24.4
185,2019-07-05,충북,25.4
186,2019-07-06,충북,25.2
187,2019-07-07,충북,23.4
188,2019-07-08,충북,22.2
189,2019-07-09,충북,22.0
190,2019-07-10,충북,20.4
191,2019-07-11,충북,21.1
192,2019-07-12,충북,22.5
193,2019-07-13,충북,23.2
194,2019-07-14,충북,24.0
195,2019-07-15,충북,22.8
196,2019-07-16,충북,23.8
197,2019-07-17,충북,24.7
198,2019-07-18,충북,24.5
199,2019-07-19,충북,25.3
200,2019-07-20,충북,25.1
201,2019-07-21,충북,24.2
202,2019-07-22,충북,27.0
203,2019-07-23,충북,27.8
204,2019-07-24,충북,26.5
205,2019-07-25,충북,25.3
206,2019-07-26,충북,26.1
207,2019-07-27,충북,27.1
208,2019-07-28,충북,25.8
209,2019-07-29,충북,27.3
210,2019-07-30,충북,27.8
211,2019-07-31,충북,28.2
212,2019-08-01,충북,28.3
213,2019-08-02,충북,28.9
214,2019-08-03,충북,28.4
215,2019-08-04,충북,28.8
216,2019-08-05,충북,29.2
217,2019-08-06,충북,27.7
218,2019-08-07,충북,26.7
219,2019-08-08,충북,26.1
220,2019-08-09,충북,28.0
221,2019-08-10,충북,28.5
222,2019-08-11,충북,28.6
223,2019-08-12,충북,28.1
224,2019-08-13,충북,29.1
225,2019-08-14,충북,28.6
226,2019-08-15,충북,25.2
227,2019-08-16,충북,25.8
228,2019-08-17,충북,25.4
229,2019-08-18,충북,23.8
230,2019-08-19,충북,24.6
231,2019-08-20,충북,25.4
232,2019-08-21,충북,25.6
233,2019-08-22,충북,25.2
234,2019-08-23,충북,23.7
235,2019-08-24,충북,21.4
236,2019-08-25,충북,22.9
237,2019-08-26,충북,23.8
238,2019-08-27,충북,21.4
239,2019-08-28,충북,23.2
240,2019-08-29,충북,21.5
241,2019-08-30,충북,21.7
242,2019-08-31,충북,21.5
243,2019-09-01,충북,21.7
244,2019-09-02,충북,21.4
245,2019-09-03,충북,21.3
246,2019-09-04,충북,22.9
247,2019-09-05,충북,23.7
248,2019-09-06,충북,25.3
249,2019-09-07,충북,25.9
250,2019-09-08,충북,24.4
251,2019-09-09,충북,23.3
252,2019-09-10,충북,25.9
253,2019-09-11,충북,23.1
254,2019-09-12,충북,19.8
255,2019-09-13,충북,20.7
256,2019-09-14,충북,21.4
257,2019-09-15,충북,23.5
258,2019-09-16,충북,22.0
259,2019-09-17,충북,20.5
260,2019-09-18,충북,20.5
261,2019-09-19,충북,18.3
262,2019-09-20,충북,18.4
263,2019-09-21,충북,16.7
264,2019-09-22,충북,16.2
265,2019-09-23,충북,16.8
266,2019-09-24,충북,16.6
267,2019-09-25,충북,17.2
268,2019-09-26,충북,19.3
269,2019-09-27,충북,20.5
270,2019-09-28,충북,22.3
271,2019-09-29,충북,20.7
272,2019-09-30,충북,20.4
273,2019-10-01,충북,21.1
274,2019-10-02,충북,20.4
275,2019-10-03,충북,21.0
276,2019-10-04,충북,20.8
277,2019-10-05,충북,18.6
278,2019-10-06,충북,16.3
279,2019-10-07,충북,14.3
280,2019-10-08,충북,14.4
281,2019-10-09,충북,11.4
282,2019-10-10,충북,12.5
283,2019-10-11,충북,16.3
284,2019-10-12,충북,16.6
285,2019-10-13,충북,14.3
286,2019-10-14,충북,13.2
287,2019-10-15,충북,12.7
288,2019-10-16,충북,11.7
289,2019-10-17,충북,12.6
290,2019-10-18,충북,14.2
291,2019-10-19,충북,15.1
292,2019-10-20,충북,13.2
293,2019-10-21,충북,13.7
294,2019-10-22,충북,14.6
295,2019-10-23,충북,14.7
296,2019-10-24,충북,16.8
297,2019-10-25,충북,15.8
298,2019-10-26,충북,11.2
299,2019-10-27,충북,8.5
300,2019-10-28,충북,9.3
301,2019-10-29,충북,11.9
302,2019-10-30,충북,9.4
303,2019-10-31,충북,11.2
304,2019-11-01,충북,13.1
305,2019-11-02,충북,12.1
306,2019-11-03,충북,13.2
307,2019-11-04,충북,11.2
308,2019-11-05,충북,9.7
309,2019-11-06,충북,9.3
310,2019-11-07,충북,9.2
311,2019-11-08,충북,5.3
312,2019-11-09,충북,6.1
313,2019-11-10,충북,7.1
314,2019-11-11,충북,10.6
315,2019-11-12,충북,7.6
316,2019-11-13,충북,6.4
317,2019-11-14,충북,1.3
318,2019-11-15,충북,5.8
319,2019-11-16,충북,9.2
320,2019-11-17,충북,7.9
321,2019-11-18,충북,6.7
322,2019-11-19,충북,1.6
323,2019-11-20,충북,0.6
324,2019-11-21,충북,2.6
325,2019-11-22,충북,7.4
326,2019-11-23,충북,8.7
327,2019-11-24,충북,11.4
328,2019-11-25,충북,3.6
329,2019-11-26,충북,6.6
330,2019-11-27,충북,4.7
331,2019-11-28,충북,3.2
332,2019-11-29,충북,1.4
333,2019-11-30,충북,3.3
334,2019-12-01,충북,5.0
335,2019-12-02,충북,1.8
336,2019-12-03,충북,0.4
337,2019-12-04,충북,4.1
338,2019-12-05,충북,-1.5
339,2019-12-06,충북,-5.6
340,2019-12-07,충북,-2.5
341,2019-12-08,충북,-1.1
342,2019-12-09,충북,0.1
343,2019-12-10,충북,4.1
344,2019-12-11,충북,4.3
345,2019-12-12,충북,-0.4
346,2019-12-13,충북,-1.2
347,2019-12-14,충북,2.1
348,2019-12-15,충북,2.6
349,2019-12-16,충북,5.0
350,2019-12-17,충북,5.7
351,2019-12-18,충북,2.3
352,2019-12-19,충북,-0.3
353,2019-12-20,충북,-0.9
354,2019-12-21,충북,-1.7
355,2019-12-22,충북,1.0
356,2019-12-23,충북,2.3
357,2019-12-24,충북,-0.8
358,2019-12-25,충북,0.3
359,2019-12-26,충북,1.2
360,2019-12-27,충북,-2.1
361,2019-12-28,충북,-2.4
362,2019-12-29,충북,0.1
363,2019-12-30,충북,2.7
364,2019-12-31,충북,-6.4
