,날짜,지점,평균기온(℃)
88,2019-03-30,울산,10.9
89,2019-03-31,울산,7.3
90,2019-04-01,울산,6.9
91,2019-04-02,울산,7.8
92,2019-04-03,울산,9.0
93,2019-04-04,울산,13.4
94,2019-04-05,울산,17.4
95,2019-04-06,울산,14.2
96,2019-04-07,울산,11.8
97,2019-04-08,울산,11.9
98,2019-04-09,울산,9.6
99,2019-04-10,울산,8.2
100,2019-04-11,울산,8.9
101,2019-04-12,울산,11.2
102,2019-04-13,울산,13.1
103,2019-04-14,울산,12.9
104,2019-04-15,울산,12.0
105,2019-04-16,울산,16.0
106,2019-04-17,울산,17.8
107,2019-04-18,울산,18.4
108,2019-04-19,울산,11.4
109,2019-04-20,울산,13.2
110,2019-04-21,울산,16.9
111,2019-04-22,울산,15.5
112,2019-04-23,울산,15.5
113,2019-04-24,울산,18.2
114,2019-04-25,울산,13.4
115,2019-04-26,울산,9.8
116,2019-04-27,울산,11.1
117,2019-04-28,울산,12.2
118,2019-04-29,울산,11.9
119,2019-04-30,울산,14.1
120,2019-05-01,울산,17.1
121,2019-05-02,울산,17.2
122,2019-05-03,울산,18.2
123,2019-05-04,울산,18.7
124,2019-05-05,울산,21.4
125,2019-05-06,울산,14.6
126,2019-05-07,울산,14.4
127,2019-05-08,울산,18.4
128,2019-05-09,울산,19.6
129,2019-05-10,울산,18.8
130,2019-05-11,울산,19.1
131,2019-05-12,울산,17.2
132,2019-05-13,울산,16.5
133,2019-05-14,울산,20.0
134,2019-05-15,울산,20.7
135,2019-05-16,울산,21.0
136,2019-05-17,울산,20.7
137,2019-05-18,울산,17.8
138,2019-05-19,울산,19.2
139,2019-05-20,울산,19.1
140,2019-05-21,울산,18.6
141,2019-05-22,울산,21.0
142,2019-05-23,울산,23.1
143,2019-05-24,울산,24.5
144,2019-05-25,울산,26.6
145,2019-05-26,울산,25.1
146,2019-05-27,울산,20.1
147,2019-05-28,울산,18.3
148,2019-05-29,울산,21.6
149,2019-05-30,울산,23.5
150,2019-05-31,울산,19.5
151,2019-06-01,울산,19.7
152,2019-06-02,울산,20.8
153,2019-06-03,울산,22.2
154,2019-06-04,울산,23.1
155,2019-06-05,울산,23.4
156,2019-06-06,울산,21.7
157,2019-06-07,울산,18.5
158,2019-06-08,울산,18.9
159,2019-06-09,울산,17.3
160,2019-06-10,울산,17.7
161,2019-06-11,울산,17.7
162,2019-06-12,울산,18.1
163,2019-06-13,울산,19.5
164,2019-06-14,울산,18.8
165,2019-06-15,울산,20.2
166,2019-06-16,울산,18.6
167,2019-06-17,울산,21.3
168,2019-06-18,울산,23.0
169,2019-06-19,울산,23.3
170,2019-06-20,울산,24.3
171,2019-06-21,울산,23.2
172,2019-06-22,울산,19.8
173,2019-06-23,울산,19.1
174,2019-06-24,울산,20.2
175,2019-06-25,울산,21.3
176,2019-06-26,울산,20.4
177,2019-06-27,울산,23.1
178,2019-06-28,울산,21.9
179,2019-06-29,울산,20.7
180,2019-06-30,울산,24.3
181,2019-07-01,울산,24.4
182,2019-07-02,울산,23.7
183,2019-07-03,울산,23.4
184,2019-07-04,울산,24.7
185,2019-07-05,울산,23.7
186,2019-07-06,울산,23.2
187,2019-07-07,울산,22.2
188,2019-07-08,울산,21.6
189,2019-07-09,울산,21.3
190,2019-07-10,울산,21.4
191,2019-07-11,울산,24.5
192,2019-07-12,울산,22.5
193,2019-07-13,울산,22.5
194,2019-07-14,울산,22.7
195,2019-07-15,울산,22.4
196,2019-07-16,울산,23.2
197,2019-07-17,울산,23.3
198,2019-07-18,울산,22.1
199,2019-07-19,울산,23.7
200,2019-07-20,울산,24.1
201,2019-07-21,울산,25.6
202,2019-07-22,울산,28.0
203,2019-07-23,울산,28.8
204,2019-07-24,울산,27.7
205,2019-07-25,울산,27.3
206,2019-07-26,울산,27.8
207,2019-07-27,울산,27.5
208,2019-07-28,울산,28.3
209,2019-07-29,울산,28.1
210,2019-07-30,울산,28.8
211,2019-07-31,울산,29.7
212,2019-08-01,울산,29.1
213,2019-08-02,울산,29.6
214,2019-08-03,울산,28.3
215,2019-08-04,울산,28.4
216,2019-08-05,울산,27.7
217,2019-08-06,울산,25.5
218,2019-08-07,울산,28.2
219,2019-08-08,울산,28.1
220,2019-08-09,울산,28.3
221,2019-08-10,울산,27.4
222,2019-08-11,울산,28.1
223,2019-08-12,울산,28.7
224,2019-08-13,울산,28.8
225,2019-08-14,울산,27.6
226,2019-08-15,울산,26.5
227,2019-08-16,울산,28.5
228,2019-08-17,울산,27.3
229,2019-08-18,울산,26.8
230,2019-08-19,울산,26.2
231,2019-08-20,울산,25.4
232,2019-08-21,울산,25.2
233,2019-08-22,울산,25.4
234,2019-08-23,울산,24.8
235,2019-08-24,울산,23.3
236,2019-08-25,울산,23.9
237,2019-08-26,울산,24.7
238,2019-08-27,울산,22.4
239,2019-08-28,울산,23.4
240,2019-08-29,울산,22.3
241,2019-08-30,울산,23.7
242,2019-08-31,울산,23.9
243,2019-09-01,울산,22.6
244,2019-09-02,울산,20.8
245,2019-09-03,울산,22.2
246,2019-09-04,울산,23.8
247,2019-09-05,울산,26.0
248,2019-09-06,울산,26.5
249,2019-09-07,울산,26.3
250,2019-09-08,울산,25.3
251,2019-09-09,울산,27.0
252,2019-09-10,울산,27.1
253,2019-09-11,울산,23.9
254,2019-09-12,울산,21.3
255,2019-09-13,울산,21.8
256,2019-09-14,울산,23.1
257,2019-09-15,울산,23.3
258,2019-09-16,울산,21.6
259,2019-09-17,울산,21.7
260,2019-09-18,울산,21.7
261,2019-09-19,울산,20.1
262,2019-09-20,울산,20.2
263,2019-09-21,울산,18.3
264,2019-09-22,울산,18.4
265,2019-09-23,울산,18.0
266,2019-09-24,울산,18.3
267,2019-09-25,울산,19.0
268,2019-09-26,울산,21.8
269,2019-09-27,울산,21.4
270,2019-09-28,울산,22.1
271,2019-09-29,울산,23.5
272,2019-09-30,울산,22.9
273,2019-10-01,울산,22.5
274,2019-10-02,울산,22.4
275,2019-10-03,울산,24.0
276,2019-10-04,울산,21.7
277,2019-10-05,울산,20.9
278,2019-10-06,울산,17.2
279,2019-10-07,울산,16.3
280,2019-10-08,울산,17.8
281,2019-10-09,울산,15.8
282,2019-10-10,울산,17.3
283,2019-10-11,울산,19.4
284,2019-10-12,울산,19.0
285,2019-10-13,울산,17.0
286,2019-10-14,울산,17.0
287,2019-10-15,울산,13.9
288,2019-10-16,울산,14.0
289,2019-10-17,울산,15.8
290,2019-10-18,울산,16.8
291,2019-10-19,울산,17.4
292,2019-10-20,울산,16.7
293,2019-10-21,울산,17.4
294,2019-10-22,울산,17.4
295,2019-10-23,울산,17.8
296,2019-10-24,울산,17.6
297,2019-10-25,울산,18.1
298,2019-10-26,울산,15.4
299,2019-10-27,울산,12.3
300,2019-10-28,울산,13.1
301,2019-10-29,울산,14.8
302,2019-10-30,울산,13.6
303,2019-10-31,울산,15.7
304,2019-11-01,울산,16.6
305,2019-11-02,울산,15.6
306,2019-11-03,울산,15.5
307,2019-11-04,울산,13.3
308,2019-11-05,울산,13.3
309,2019-11-06,울산,14.1
310,2019-11-07,울산,13.2
311,2019-11-08,울산,11.7
312,2019-11-09,울산,11.3
313,2019-11-10,울산,12.3
314,2019-11-11,울산,13.9
315,2019-11-12,울산,12.3
316,2019-11-13,울산,12.2
317,2019-11-14,울산,5.4
318,2019-11-15,울산,10.0
319,2019-11-16,울산,13.9
320,2019-11-17,울산,15.0
321,2019-11-18,울산,12.3
322,2019-11-19,울산,5.3
323,2019-11-20,울산,4.7
324,2019-11-21,울산,8.5
325,2019-11-22,울산,12.1
326,2019-11-23,울산,12.9
327,2019-11-24,울산,15.3
328,2019-11-25,울산,9.3
329,2019-11-26,울산,9.5
330,2019-11-27,울산,8.3
331,2019-11-28,울산,7.0
332,2019-11-29,울산,6.5
333,2019-11-30,울산,7.9
334,2019-12-01,울산,7.4
335,2019-12-02,울산,5.5
336,2019-12-03,울산,3.8
337,2019-12-04,울산,5.0
338,2019-12-05,울산,3.0
339,2019-12-06,울산,-1.5
340,2019-12-07,울산,2.6
341,2019-12-08,울산,4.1
342,2019-12-09,울산,5.6
343,2019-12-10,울산,9.4
344,2019-12-11,울산,11.3
345,2019-12-12,울산,3.9
346,2019-12-13,울산,4.8
347,2019-12-14,울산,6.8
348,2019-12-15,울산,7.2
349,2019-12-16,울산,8.7
350,2019-12-17,울산,11.7
351,2019-12-18,울산,9.0
352,2019-12-19,울산,5.4
353,2019-12-20,울산,3.4
354,2019-12-21,울산,2.0
355,2019-12-22,울산,4.8
356,2019-12-23,울산,5.7
357,2019-12-24,울산,6.1
358,2019-12-25,울산,8.4
359,2019-12-26,울산,6.6
360,2019-12-27,울산,2.6
361,2019-12-28,울산,2.6
362,2019-12-29,울산,4.0
363,2019-12-30,울산,8.3
364,2019-12-31,울산,-1.1
