,날짜,지점,평균기온(℃)
242,2019-08-31,경북,22.7
243,2019-09-01,경북,22.2
244,2019-09-02,경북,21.1
245,2019-09-03,경북,21.2
246,2019-09-04,경북,23.3
247,2019-09-05,경북,25.1
248,2019-09-06,경북,25.8
249,2019-09-07,경북,26.4
250,2019-09-08,경북,25.4
251,2019-09-09,경북,25.1
252,2019-09-10,경북,25.7
253,2019-09-11,경북,23.3
254,2019-09-12,경북,20.4
255,2019-09-13,경북,20.6
256,2019-09-14,경북,22.2
257,2019-09-15,경북,22.9
258,2019-09-16,경북,21.0
259,2019-09-17,경북,20.4
260,2019-09-18,경북,21.6
261,2019-09-19,경북,19.7
262,2019-09-20,경북,19.1
263,2019-09-21,경북,18.0
264,2019-09-22,경북,17.4
265,2019-09-23,경북,17.8
266,2019-09-24,경북,17.4
267,2019-09-25,경북,18.0
268,2019-09-26,경북,19.8
269,2019-09-27,경북,21.0
270,2019-09-28,경북,22.4
271,2019-09-29,경북,22.9
272,2019-09-30,경북,22.0
273,2019-10-01,경북,22.6
274,2019-10-02,경북,21.2
275,2019-10-03,경북,22.2
276,2019-10-04,경북,20.9
277,2019-10-05,경북,19.8
278,2019-10-06,경북,16.2
279,2019-10-07,경북,15.1
280,2019-10-08,경북,16.4
281,2019-10-09,경북,13.7
282,2019-10-10,경북,15.1
283,2019-10-11,경북,18.2
284,2019-10-12,경북,18.1
285,2019-10-13,경북,15.0
286,2019-10-14,경북,15.3
287,2019-10-15,경북,13.1
288,2019-10-16,경북,12.3
289,2019-10-17,경북,13.3
290,2019-10-18,경북,14.8
291,2019-10-19,경북,16.3
292,2019-10-20,경북,14.9
293,2019-10-21,경북,14.8
294,2019-10-22,경북,15.3
295,2019-10-23,경북,15.5
296,2019-10-24,경북,17.2
297,2019-10-25,경북,17.5
298,2019-10-26,경북,14.0
299,2019-10-27,경북,10.9
300,2019-10-28,경북,10.7
301,2019-10-29,경북,13.0
302,2019-10-30,경북,12.0
303,2019-10-31,경북,13.9
304,2019-11-01,경북,14.9
305,2019-11-02,경북,13.9
306,2019-11-03,경북,14.0
307,2019-11-04,경북,12.2
308,2019-11-05,경북,11.3
309,2019-11-06,경북,11.8
310,2019-11-07,경북,11.8
311,2019-11-08,경북,8.7
312,2019-11-09,경북,8.6
313,2019-11-10,경북,8.7
314,2019-11-11,경북,11.9
315,2019-11-12,경북,10.0
316,2019-11-13,경북,9.0
317,2019-11-14,경북,3.7
318,2019-11-15,경북,6.2
319,2019-11-16,경북,10.2
320,2019-11-17,경북,9.1
321,2019-11-18,경북,9.8
322,2019-11-19,경북,4.0
323,2019-11-20,경북,2.9
324,2019-11-21,경북,4.7
325,2019-11-22,경북,8.7
326,2019-11-23,경북,10.1
327,2019-11-24,경북,13.5
328,2019-11-25,경북,7.8
329,2019-11-26,경북,8.1
330,2019-11-27,경북,6.8
331,2019-11-28,경북,5.1
332,2019-11-29,경북,4.2
333,2019-11-30,경북,5.7
334,2019-12-01,경북,7.0
335,2019-12-02,경북,4.0
336,2019-12-03,경북,2.8
337,2019-12-04,경북,4.4
338,2019-12-05,경북,0.7
339,2019-12-06,경북,-2.4
340,2019-12-07,경북,0.6
341,2019-12-08,경북,1.8
342,2019-12-09,경북,2.0
343,2019-12-10,경북,4.5
344,2019-12-11,경북,6.4
345,2019-12-12,경북,2.0
346,2019-12-13,경북,1.3
347,2019-12-14,경북,4.0
348,2019-12-15,경북,4.2
349,2019-12-16,경북,5.9
350,2019-12-17,경북,8.6
351,2019-12-18,경북,6.5
352,2019-12-19,경북,3.3
353,2019-12-20,경북,1.5
354,2019-12-21,경북,0.4
355,2019-12-22,경북,1.7
356,2019-12-23,경북,3.5
357,2019-12-24,경북,2.4
358,2019-12-25,경북,3.9
359,2019-12-26,경북,3.7
360,2019-12-27,경북,0.9
361,2019-12-28,경북,0.1
362,2019-12-29,경북,1.2
363,2019-12-30,경북,5.4
364,2019-12-31,경북,-3.1
