,날짜,지점,평균기온(℃)
225,2019-08-14,서울,30.4
226,2019-08-15,서울,25.9
227,2019-08-16,서울,25.9
228,2019-08-17,서울,25.9
229,2019-08-18,서울,25.6
230,2019-08-19,서울,26.3
231,2019-08-20,서울,28.2
232,2019-08-21,서울,27.0
233,2019-08-22,서울,26.9
234,2019-08-23,서울,26.2
235,2019-08-24,서울,24.1
236,2019-08-25,서울,25.0
237,2019-08-26,서울,26.4
238,2019-08-27,서울,25.7
239,2019-08-28,서울,26.1
240,2019-08-29,서울,23.4
241,2019-08-30,서울,22.6
242,2019-08-31,서울,23.5
243,2019-09-01,서울,23.7
244,2019-09-02,서울,24.4
245,2019-09-03,서울,24.1
246,2019-09-04,서울,22.8
247,2019-09-05,서울,23.0
248,2019-09-06,서울,25.3
249,2019-09-07,서울,25.7
250,2019-09-08,서울,24.7
251,2019-09-09,서울,25.1
252,2019-09-10,서울,23.8
253,2019-09-11,서울,24.3
254,2019-09-12,서울,21.0
255,2019-09-13,서울,23.3
256,2019-09-14,서울,22.4
257,2019-09-15,서울,24.2
258,2019-09-16,서울,24.5
259,2019-09-17,서울,23.5
260,2019-09-18,서울,21.0
261,2019-09-19,서울,19.5
262,2019-09-20,서울,19.6
263,2019-09-21,서울,19.6
264,2019-09-22,서울,18.6
265,2019-09-23,서울,20.0
266,2019-09-24,서울,19.8
267,2019-09-25,서울,20.9
268,2019-09-26,서울,22.9
269,2019-09-27,서울,22.9
270,2019-09-28,서울,23.7
271,2019-09-29,서울,22.6
272,2019-09-30,서울,22.4
273,2019-10-01,서울,23.1
274,2019-10-02,서울,21.6
275,2019-10-03,서울,22.4
276,2019-10-04,서울,22.4
277,2019-10-05,서울,18.7
278,2019-10-06,서울,18.1
279,2019-10-07,서울,14.8
280,2019-10-08,서울,14.7
281,2019-10-09,서울,13.6
282,2019-10-10,서울,15.2
283,2019-10-11,서울,18.8
284,2019-10-12,서울,17.9
285,2019-10-13,서울,17.2
286,2019-10-14,서울,14.4
287,2019-10-15,서울,14.5
288,2019-10-16,서울,14.6
289,2019-10-17,서울,15.4
290,2019-10-18,서울,17.0
291,2019-10-19,서울,17.0
292,2019-10-20,서울,16.5
293,2019-10-21,서울,17.1
294,2019-10-22,서울,18.1
295,2019-10-23,서울,17.0
296,2019-10-24,서울,18.3
297,2019-10-25,서울,16.7
298,2019-10-26,서울,10.0
299,2019-10-27,서울,11.0
300,2019-10-28,서울,12.9
301,2019-10-29,서울,12.5
302,2019-10-30,서울,11.2
303,2019-10-31,서울,14.8
304,2019-11-01,서울,14.9
305,2019-11-02,서울,13.6
306,2019-11-03,서울,14.7
307,2019-11-04,서울,13.8
308,2019-11-05,서울,12.4
309,2019-11-06,서울,11.0
310,2019-11-07,서울,9.2
311,2019-11-08,서울,6.8
312,2019-11-09,서울,9.5
313,2019-11-10,서울,10.0
314,2019-11-11,서울,11.2
315,2019-11-12,서울,9.3
316,2019-11-13,서울,7.2
317,2019-11-14,서울,1.3
318,2019-11-15,서울,5.6
319,2019-11-16,서울,6.8
320,2019-11-17,서울,8.3
321,2019-11-18,서울,4.6
322,2019-11-19,서울,0.2
323,2019-11-20,서울,0.5
324,2019-11-21,서울,4.2
325,2019-11-22,서울,9.7
326,2019-11-23,서울,12.1
327,2019-11-24,서울,9.8
328,2019-11-25,서울,1.9
329,2019-11-26,서울,6.6
330,2019-11-27,서울,3.1
331,2019-11-28,서울,3.5
332,2019-11-29,서울,1.5
333,2019-11-30,서울,4.1
334,2019-12-01,서울,4.6
335,2019-12-02,서울,-0.1
336,2019-12-03,서울,0.5
337,2019-12-04,서울,2.0
338,2019-12-05,서울,-4.4
339,2019-12-06,서울,-5.9
340,2019-12-07,서울,-2.4
341,2019-12-08,서울,-0.9
342,2019-12-09,서울,3.2
343,2019-12-10,서울,8.1
344,2019-12-11,서울,6.3
345,2019-12-12,서울,-0.7
346,2019-12-13,서울,2.1
347,2019-12-14,서울,2.7
348,2019-12-15,서울,5.3
349,2019-12-16,서울,7.8
350,2019-12-17,서울,7.7
351,2019-12-18,서울,0.8
352,2019-12-19,서울,-0.8
353,2019-12-20,서울,-1.1
354,2019-12-21,서울,-1.2
355,2019-12-22,서울,4.1
356,2019-12-23,서울,3.4
357,2019-12-24,서울,0.8
358,2019-12-25,서울,2.0
359,2019-12-26,서울,2.0
360,2019-12-27,서울,-1.7
361,2019-12-28,서울,1.1
362,2019-12-29,서울,3.8
363,2019-12-30,서울,2.7
364,2019-12-31,서울,-7.9
