,날짜,지점,평균기온(℃)
65,2019-03-07,제주,9.1
66,2019-03-08,제주,9.2
67,2019-03-09,제주,11.7
68,2019-03-10,제주,11.4
69,2019-03-11,제주,10.3
70,2019-03-12,제주,10.6
71,2019-03-13,제주,8.4
72,2019-03-14,제주,9.4
73,2019-03-15,제주,10.2
74,2019-03-16,제주,9.8
75,2019-03-17,제주,12.3
76,2019-03-18,제주,11.0
77,2019-03-19,제주,12.8
78,2019-03-20,제주,15.7
79,2019-03-21,제주,12.8
80,2019-03-22,제주,9.9
81,2019-03-23,제주,9.3
82,2019-03-24,제주,7.8
83,2019-03-25,제주,9.7
84,2019-03-26,제주,14.6
85,2019-03-27,제주,15.8
86,2019-03-28,제주,15.2
87,2019-03-29,제주,15.2
88,2019-03-30,제주,12.4
89,2019-03-31,제주,8.1
90,2019-04-01,제주,10.2
91,2019-04-02,제주,11.6
92,2019-04-03,제주,11.0
93,2019-04-04,제주,11.4
94,2019-04-05,제주,14.8
95,2019-04-06,제주,14.4
96,2019-04-07,제주,16.0
97,2019-04-08,제주,15.1
98,2019-04-09,제주,15.0
99,2019-04-10,제주,11.5
100,2019-04-11,제주,12.0
101,2019-04-12,제주,13.2
102,2019-04-13,제주,13.9
103,2019-04-14,제주,14.9
104,2019-04-15,제주,13.9
105,2019-04-16,제주,16.7
106,2019-04-17,제주,15.6
107,2019-04-18,제주,16.3
108,2019-04-19,제주,16.5
109,2019-04-20,제주,16.7
110,2019-04-21,제주,18.2
111,2019-04-22,제주,19.5
112,2019-04-23,제주,18.3
113,2019-04-24,제주,17.8
114,2019-04-25,제주,16.5
115,2019-04-26,제주,13.1
116,2019-04-27,제주,13.9
117,2019-04-28,제주,15.1
118,2019-04-29,제주,16.5
119,2019-04-30,제주,16.2
120,2019-05-01,제주,16.4
121,2019-05-02,제주,18.5
122,2019-05-03,제주,19.6
123,2019-05-04,제주,19.4
124,2019-05-05,제주,19.3
125,2019-05-06,제주,17.0
126,2019-05-07,제주,15.8
127,2019-05-08,제주,16.4
128,2019-05-09,제주,17.6
129,2019-05-10,제주,18.3
130,2019-05-11,제주,19.1
131,2019-05-12,제주,18.9
132,2019-05-13,제주,20.0
133,2019-05-14,제주,20.6
134,2019-05-15,제주,21.9
135,2019-05-16,제주,22.7
136,2019-05-17,제주,20.9
137,2019-05-18,제주,20.2
138,2019-05-19,제주,20.4
139,2019-05-20,제주,17.8
140,2019-05-21,제주,19.5
141,2019-05-22,제주,22.0
142,2019-05-23,제주,23.7
143,2019-05-24,제주,25.8
144,2019-05-25,제주,22.7
145,2019-05-26,제주,22.4
146,2019-05-27,제주,20.4
147,2019-05-28,제주,19.8
148,2019-05-29,제주,22.5
149,2019-05-30,제주,21.8
150,2019-05-31,제주,18.2
151,2019-06-01,제주,19.3
152,2019-06-02,제주,20.4
153,2019-06-03,제주,21.0
154,2019-06-04,제주,22.9
155,2019-06-05,제주,22.8
156,2019-06-06,제주,23.0
157,2019-06-07,제주,20.3
158,2019-06-08,제주,19.9
159,2019-06-09,제주,20.1
160,2019-06-10,제주,20.1
161,2019-06-11,제주,20.0
162,2019-06-12,제주,19.6
163,2019-06-13,제주,21.2
164,2019-06-14,제주,20.0
165,2019-06-15,제주,21.5
166,2019-06-16,제주,21.2
167,2019-06-17,제주,20.9
168,2019-06-18,제주,21.3
169,2019-06-19,제주,21.7
170,2019-06-20,제주,22.4
171,2019-06-21,제주,22.8
172,2019-06-22,제주,22.3
173,2019-06-23,제주,21.5
174,2019-06-24,제주,21.6
175,2019-06-25,제주,24.1
176,2019-06-26,제주,22.2
177,2019-06-27,제주,23.4
178,2019-06-28,제주,23.4
179,2019-06-29,제주,24.5
180,2019-06-30,제주,23.1
181,2019-07-01,제주,22.6
182,2019-07-02,제주,22.5
183,2019-07-03,제주,22.3
184,2019-07-04,제주,22.8
185,2019-07-05,제주,24.3
186,2019-07-06,제주,23.9
187,2019-07-07,제주,23.1
188,2019-07-08,제주,21.9
189,2019-07-09,제주,22.1
190,2019-07-10,제주,21.9
191,2019-07-11,제주,24.1
192,2019-07-12,제주,23.2
193,2019-07-13,제주,21.3
194,2019-07-14,제주,24.0
195,2019-07-15,제주,23.9
196,2019-07-16,제주,24.6
197,2019-07-17,제주,24.6
198,2019-07-18,제주,24.3
199,2019-07-19,제주,24.5
200,2019-07-20,제주,24.3
201,2019-07-21,제주,26.3
202,2019-07-22,제주,26.3
203,2019-07-23,제주,26.5
204,2019-07-24,제주,26.4
205,2019-07-25,제주,26.5
206,2019-07-26,제주,26.8
207,2019-07-27,제주,27.0
208,2019-07-28,제주,28.2
209,2019-07-29,제주,28.1
210,2019-07-30,제주,28.9
211,2019-07-31,제주,28.8
212,2019-08-01,제주,28.7
213,2019-08-02,제주,28.5
214,2019-08-03,제주,28.8
215,2019-08-04,제주,28.3
216,2019-08-05,제주,28.1
217,2019-08-06,제주,28.7
218,2019-08-07,제주,29.1
219,2019-08-08,제주,30.3
220,2019-08-09,제주,29.7
221,2019-08-10,제주,29.0
222,2019-08-11,제주,27.9
223,2019-08-12,제주,28.6
224,2019-08-13,제주,29.0
225,2019-08-14,제주,29.1
226,2019-08-15,제주,27.8
227,2019-08-16,제주,27.4
228,2019-08-17,제주,27.8
229,2019-08-18,제주,27.0
230,2019-08-19,제주,26.8
231,2019-08-20,제주,27.3
232,2019-08-21,제주,27.4
233,2019-08-22,제주,27.8
234,2019-08-23,제주,27.4
235,2019-08-24,제주,26.5
236,2019-08-25,제주,24.8
237,2019-08-26,제주,25.3
238,2019-08-27,제주,26.5
239,2019-08-28,제주,24.6
240,2019-08-29,제주,22.8
241,2019-08-30,제주,24.9
242,2019-08-31,제주,24.4
243,2019-09-01,제주,23.0
244,2019-09-02,제주,24.6
245,2019-09-03,제주,25.2
246,2019-09-04,제주,24.9
247,2019-09-05,제주,26.3
248,2019-09-06,제주,26.4
249,2019-09-07,제주,26.4
250,2019-09-08,제주,24.4
251,2019-09-09,제주,25.9
252,2019-09-10,제주,26.7
253,2019-09-11,제주,26.5
254,2019-09-12,제주,24.3
255,2019-09-13,제주,24.1
256,2019-09-14,제주,24.6
257,2019-09-15,제주,24.9
258,2019-09-16,제주,24.7
259,2019-09-17,제주,23.8
260,2019-09-18,제주,23.9
261,2019-09-19,제주,23.0
262,2019-09-20,제주,22.6
263,2019-09-21,제주,20.6
264,2019-09-22,제주,20.9
265,2019-09-23,제주,21.0
266,2019-09-24,제주,20.6
267,2019-09-25,제주,21.8
268,2019-09-26,제주,23.9
269,2019-09-27,제주,24.1
270,2019-09-28,제주,24.8
271,2019-09-29,제주,24.3
272,2019-09-30,제주,24.0
273,2019-10-01,제주,23.4
274,2019-10-02,제주,24.4
275,2019-10-03,제주,23.7
276,2019-10-04,제주,23.2
277,2019-10-05,제주,21.6
278,2019-10-06,제주,21.2
279,2019-10-07,제주,21.7
280,2019-10-08,제주,20.7
281,2019-10-09,제주,18.2
282,2019-10-10,제주,19.0
283,2019-10-11,제주,21.3
284,2019-10-12,제주,21.6
285,2019-10-13,제주,19.7
286,2019-10-14,제주,19.5
287,2019-10-15,제주,18.1
288,2019-10-16,제주,18.2
289,2019-10-17,제주,19.3
290,2019-10-18,제주,19.2
291,2019-10-19,제주,20.1
292,2019-10-20,제주,19.6
293,2019-10-21,제주,19.9
294,2019-10-22,제주,20.6
295,2019-10-23,제주,20.4
296,2019-10-24,제주,20.1
297,2019-10-25,제주,20.2
298,2019-10-26,제주,17.4
299,2019-10-27,제주,16.4
300,2019-10-28,제주,16.3
301,2019-10-29,제주,17.8
302,2019-10-30,제주,16.5
303,2019-10-31,제주,16.9
304,2019-11-01,제주,18.5
305,2019-11-02,제주,18.9
306,2019-11-03,제주,18.1
307,2019-11-04,제주,17.4
308,2019-11-05,제주,17.4
309,2019-11-06,제주,16.4
310,2019-11-07,제주,16.4
311,2019-11-08,제주,14.6
312,2019-11-09,제주,15.0
313,2019-11-10,제주,15.9
314,2019-11-11,제주,16.7
315,2019-11-12,제주,15.2
316,2019-11-13,제주,15.4
317,2019-11-14,제주,11.8
318,2019-11-15,제주,12.3
319,2019-11-16,제주,16.6
320,2019-11-17,제주,20.6
321,2019-11-18,제주,14.7
322,2019-11-19,제주,10.6
323,2019-11-20,제주,10.2
324,2019-11-21,제주,13.4
325,2019-11-22,제주,17.4
326,2019-11-23,제주,18.3
327,2019-11-24,제주,18.2
328,2019-11-25,제주,12.0
329,2019-11-26,제주,13.9
330,2019-11-27,제주,12.2
331,2019-11-28,제주,11.6
332,2019-11-29,제주,10.7
333,2019-11-30,제주,13.0
334,2019-12-01,제주,13.4
335,2019-12-02,제주,10.1
336,2019-12-03,제주,9.1
337,2019-12-04,제주,10.9
338,2019-12-05,제주,8.7
339,2019-12-06,제주,5.6
340,2019-12-07,제주,7.5
341,2019-12-08,제주,9.1
342,2019-12-09,제주,10.7
343,2019-12-10,제주,13.6
344,2019-12-11,제주,13.1
345,2019-12-12,제주,8.9
346,2019-12-13,제주,9.9
347,2019-12-14,제주,11.2
348,2019-12-15,제주,13.0
349,2019-12-16,제주,14.7
350,2019-12-17,제주,15.2
351,2019-12-18,제주,10.5
352,2019-12-19,제주,9.4
353,2019-12-20,제주,8.7
354,2019-12-21,제주,8.7
355,2019-12-22,제주,9.6
356,2019-12-23,제주,10.1
357,2019-12-24,제주,9.9
358,2019-12-25,제주,12.1
359,2019-12-26,제주,10.6
360,2019-12-27,제주,6.6
361,2019-12-28,제주,7.6
362,2019-12-29,제주,12.3
363,2019-12-30,제주,12.3
364,2019-12-31,제주,4.1
