,날짜,지점,평균기온(℃)
87,2019-03-29,전남,11.5
88,2019-03-30,전남,8.7
89,2019-03-31,전남,6.4
90,2019-04-01,전남,7.8
91,2019-04-02,전남,8.3
92,2019-04-03,전남,7.4
93,2019-04-04,전남,9.3
94,2019-04-05,전남,11.4
95,2019-04-06,전남,12.4
96,2019-04-07,전남,12.4
97,2019-04-08,전남,13.1
98,2019-04-09,전남,10.5
99,2019-04-10,전남,8.2
100,2019-04-11,전남,9.6
101,2019-04-12,전남,10.9
102,2019-04-13,전남,11.5
103,2019-04-14,전남,11.1
104,2019-04-15,전남,11.3
105,2019-04-16,전남,13.7
106,2019-04-17,전남,14.4
107,2019-04-18,전남,14.8
108,2019-04-19,전남,14.4
109,2019-04-20,전남,14.9
110,2019-04-21,전남,16.8
111,2019-04-22,전남,18.1
112,2019-04-23,전남,15.8
113,2019-04-24,전남,16.9
114,2019-04-25,전남,14.4
115,2019-04-26,전남,10.4
116,2019-04-27,전남,11.8
117,2019-04-28,전남,12.2
118,2019-04-29,전남,12.3
119,2019-04-30,전남,14.8
120,2019-05-01,전남,14.7
121,2019-05-02,전남,15.3
122,2019-05-03,전남,16.6
123,2019-05-04,전남,17.5
124,2019-05-05,전남,18.1
125,2019-05-06,전남,14.1
126,2019-05-07,전남,13.5
127,2019-05-08,전남,15.1
128,2019-05-09,전남,16.3
129,2019-05-10,전남,17.0
130,2019-05-11,전남,17.6
131,2019-05-12,전남,19.1
132,2019-05-13,전남,18.6
133,2019-05-14,전남,20.7
134,2019-05-15,전남,21.0
135,2019-05-16,전남,21.1
136,2019-05-17,전남,20.1
137,2019-05-18,전남,18.1
138,2019-05-19,전남,19.2
139,2019-05-20,전남,16.4
140,2019-05-21,전남,16.8
141,2019-05-22,전남,18.9
142,2019-05-23,전남,20.9
143,2019-05-24,전남,22.3
144,2019-05-25,전남,21.8
145,2019-05-26,전남,21.4
146,2019-05-27,전남,18.4
147,2019-05-28,전남,17.9
148,2019-05-29,전남,20.0
149,2019-05-30,전남,20.5
150,2019-05-31,전남,16.9
151,2019-06-01,전남,18.8
152,2019-06-02,전남,20.2
153,2019-06-03,전남,21.2
154,2019-06-04,전남,22.3
155,2019-06-05,전남,23.2
156,2019-06-06,전남,20.8
157,2019-06-07,전남,19.2
158,2019-06-08,전남,19.9
159,2019-06-09,전남,19.6
160,2019-06-10,전남,19.1
161,2019-06-11,전남,18.8
162,2019-06-12,전남,19.7
163,2019-06-13,전남,20.1
164,2019-06-14,전남,19.3
165,2019-06-15,전남,20.6
166,2019-06-16,전남,20.5
167,2019-06-17,전남,21.2
168,2019-06-18,전남,21.3
169,2019-06-19,전남,22.6
170,2019-06-20,전남,23.3
171,2019-06-21,전남,23.2
172,2019-06-22,전남,21.4
173,2019-06-23,전남,21.3
174,2019-06-24,전남,22.3
175,2019-06-25,전남,22.9
176,2019-06-26,전남,20.6
177,2019-06-27,전남,24.0
178,2019-06-28,전남,23.3
179,2019-06-29,전남,21.9
180,2019-06-30,전남,23.6
181,2019-07-01,전남,22.6
182,2019-07-02,전남,23.9
183,2019-07-03,전남,22.9
184,2019-07-04,전남,24.4
185,2019-07-05,전남,24.9
186,2019-07-06,전남,24.6
187,2019-07-07,전남,23.0
188,2019-07-08,전남,22.6
189,2019-07-09,전남,23.1
190,2019-07-10,전남,21.2
191,2019-07-11,전남,22.5
192,2019-07-12,전남,23.6
193,2019-07-13,전남,22.6
194,2019-07-14,전남,24.3
195,2019-07-15,전남,24.1
196,2019-07-16,전남,24.0
197,2019-07-17,전남,24.0
198,2019-07-18,전남,23.1
199,2019-07-19,전남,24.1
200,2019-07-20,전남,23.7
201,2019-07-21,전남,24.8
202,2019-07-22,전남,25.6
203,2019-07-23,전남,26.7
204,2019-07-24,전남,26.1
205,2019-07-25,전남,26.7
206,2019-07-26,전남,26.6
207,2019-07-27,전남,26.2
208,2019-07-28,전남,27.2
209,2019-07-29,전남,27.6
210,2019-07-30,전남,28.2
211,2019-07-31,전남,28.2
212,2019-08-01,전남,27.9
213,2019-08-02,전남,28.4
214,2019-08-03,전남,28.2
215,2019-08-04,전남,28.2
216,2019-08-05,전남,28.1
217,2019-08-06,전남,27.9
218,2019-08-07,전남,27.7
219,2019-08-08,전남,28.4
220,2019-08-09,전남,28.2
221,2019-08-10,전남,28.4
222,2019-08-11,전남,27.6
223,2019-08-12,전남,27.7
224,2019-08-13,전남,29.0
225,2019-08-14,전남,29.2
226,2019-08-15,전남,27.7
227,2019-08-16,전남,26.5
228,2019-08-17,전남,26.5
229,2019-08-18,전남,26.3
230,2019-08-19,전남,25.5
231,2019-08-20,전남,26.5
232,2019-08-21,전남,26.6
233,2019-08-22,전남,26.8
234,2019-08-23,전남,25.2
235,2019-08-24,전남,24.0
236,2019-08-25,전남,23.2
237,2019-08-26,전남,23.9
238,2019-08-27,전남,23.4
239,2019-08-28,전남,23.9
240,2019-08-29,전남,22.3
241,2019-08-30,전남,23.3
242,2019-08-31,전남,23.1
243,2019-09-01,전남,21.8
244,2019-09-02,전남,21.5
245,2019-09-03,전남,23.0
246,2019-09-04,전남,24.3
247,2019-09-05,전남,24.7
248,2019-09-06,전남,25.5
249,2019-09-07,전남,24.9
250,2019-09-08,전남,24.1
251,2019-09-09,전남,25.0
252,2019-09-10,전남,25.9
253,2019-09-11,전남,25.5
254,2019-09-12,전남,22.8
255,2019-09-13,전남,23.1
256,2019-09-14,전남,23.6
257,2019-09-15,전남,24.3
258,2019-09-16,전남,23.9
259,2019-09-17,전남,22.5
260,2019-09-18,전남,21.7
261,2019-09-19,전남,20.1
262,2019-09-20,전남,20.9
263,2019-09-21,전남,18.2
264,2019-09-22,전남,18.9
265,2019-09-23,전남,19.0
266,2019-09-24,전남,18.5
267,2019-09-25,전남,19.2
268,2019-09-26,전남,21.3
269,2019-09-27,전남,22.4
270,2019-09-28,전남,23.6
271,2019-09-29,전남,23.8
272,2019-09-30,전남,23.1
273,2019-10-01,전남,21.5
274,2019-10-02,전남,21.9
275,2019-10-03,전남,22.3
276,2019-10-04,전남,21.9
277,2019-10-05,전남,18.9
278,2019-10-06,전남,19.2
279,2019-10-07,전남,17.5
280,2019-10-08,전남,17.4
281,2019-10-09,전남,14.5
282,2019-10-10,전남,16.2
283,2019-10-11,전남,18.9
284,2019-10-12,전남,19.2
285,2019-10-13,전남,17.7
286,2019-10-14,전남,15.7
287,2019-10-15,전남,14.3
288,2019-10-16,전남,14.9
289,2019-10-17,전남,15.5
290,2019-10-18,전남,16.9
291,2019-10-19,전남,17.6
292,2019-10-20,전남,16.8
293,2019-10-21,전남,16.6
294,2019-10-22,전남,17.1
295,2019-10-23,전남,17.8
296,2019-10-24,전남,17.9
297,2019-10-25,전남,17.7
298,2019-10-26,전남,14.0
299,2019-10-27,전남,12.5
300,2019-10-28,전남,12.5
301,2019-10-29,전남,14.4
302,2019-10-30,전남,13.1
303,2019-10-31,전남,13.7
304,2019-11-01,전남,15.4
305,2019-11-02,전남,15.1
306,2019-11-03,전남,14.9
307,2019-11-04,전남,13.9
308,2019-11-05,전남,13.7
309,2019-11-06,전남,12.9
310,2019-11-07,전남,12.7
311,2019-11-08,전남,10.0
312,2019-11-09,전남,10.5
313,2019-11-10,전남,11.3
314,2019-11-11,전남,13.5
315,2019-11-12,전남,11.8
316,2019-11-13,전남,11.1
317,2019-11-14,전남,6.1
318,2019-11-15,전남,8.3
319,2019-11-16,전남,12.1
320,2019-11-17,전남,16.7
321,2019-11-18,전남,10.3
322,2019-11-19,전남,6.9
323,2019-11-20,전남,5.0
324,2019-11-21,전남,7.8
325,2019-11-22,전남,12.5
326,2019-11-23,전남,14.0
327,2019-11-24,전남,15.0
328,2019-11-25,전남,6.6
329,2019-11-26,전남,9.2
330,2019-11-27,전남,8.1
331,2019-11-28,전남,6.6
332,2019-11-29,전남,5.5
333,2019-11-30,전남,7.2
334,2019-12-01,전남,7.2
335,2019-12-02,전남,5.7
336,2019-12-03,전남,4.5
337,2019-12-04,전남,5.7
338,2019-12-05,전남,2.7
339,2019-12-06,전남,-0.9
340,2019-12-07,전남,2.6
341,2019-12-08,전남,4.3
342,2019-12-09,전남,4.2
343,2019-12-10,전남,8.0
344,2019-12-11,전남,8.1
345,2019-12-12,전남,4.3
346,2019-12-13,전남,3.2
347,2019-12-14,전남,5.8
348,2019-12-15,전남,7.8
349,2019-12-16,전남,9.4
350,2019-12-17,전남,9.5
351,2019-12-18,전남,5.7
352,2019-12-19,전남,3.8
353,2019-12-20,전남,3.0
354,2019-12-21,전남,2.1
355,2019-12-22,전남,4.9
356,2019-12-23,전남,5.1
357,2019-12-24,전남,4.5
358,2019-12-25,전남,6.2
359,2019-12-26,전남,5.8
360,2019-12-27,전남,2.9
361,2019-12-28,전남,2.0
362,2019-12-29,전남,4.7
363,2019-12-30,전남,7.0
364,2019-12-31,전남,-1.6
