,날짜,지점,평균기온(℃)
96,2019-04-07,대구,13.1
97,2019-04-08,대구,13.1
98,2019-04-09,대구,9.1
99,2019-04-10,대구,7.9
100,2019-04-11,대구,10.5
101,2019-04-12,대구,12.8
102,2019-04-13,대구,13.3
103,2019-04-14,대구,12.5
104,2019-04-15,대구,14.2
105,2019-04-16,대구,17.0
106,2019-04-17,대구,18.0
107,2019-04-18,대구,19.0
108,2019-04-19,대구,12.0
109,2019-04-20,대구,17.1
110,2019-04-21,대구,19.4
111,2019-04-22,대구,17.5
112,2019-04-23,대구,16.0
113,2019-04-24,대구,18.1
114,2019-04-25,대구,14.1
115,2019-04-26,대구,10.1
116,2019-04-27,대구,12.6
117,2019-04-28,대구,13.4
118,2019-04-29,대구,10.8
119,2019-04-30,대구,14.6
120,2019-05-01,대구,17.9
121,2019-05-02,대구,19.0
122,2019-05-03,대구,19.3
123,2019-05-04,대구,20.3
124,2019-05-05,대구,21.6
125,2019-05-06,대구,15.1
126,2019-05-07,대구,15.6
127,2019-05-08,대구,17.8
128,2019-05-09,대구,20.1
129,2019-05-10,대구,21.1
130,2019-05-11,대구,21.6
131,2019-05-12,대구,18.5
132,2019-05-13,대구,19.6
133,2019-05-14,대구,22.8
134,2019-05-15,대구,22.7
135,2019-05-16,대구,23.2
136,2019-05-17,대구,22.5
137,2019-05-18,대구,18.1
138,2019-05-19,대구,19.6
139,2019-05-20,대구,18.8
140,2019-05-21,대구,18.6
141,2019-05-22,대구,21.4
142,2019-05-23,대구,23.2
143,2019-05-24,대구,25.5
144,2019-05-25,대구,25.9
145,2019-05-26,대구,25.5
146,2019-05-27,대구,21.0
147,2019-05-28,대구,19.5
148,2019-05-29,대구,22.5
149,2019-05-30,대구,23.2
150,2019-05-31,대구,19.9
151,2019-06-01,대구,21.3
152,2019-06-02,대구,23.2
153,2019-06-03,대구,25.4
154,2019-06-04,대구,27.1
155,2019-06-05,대구,27.4
156,2019-06-06,대구,24.3
157,2019-06-07,대구,18.5
158,2019-06-08,대구,21.1
159,2019-06-09,대구,18.6
160,2019-06-10,대구,19.0
161,2019-06-11,대구,19.4
162,2019-06-12,대구,21.1
163,2019-06-13,대구,22.9
164,2019-06-14,대구,20.2
165,2019-06-15,대구,21.3
166,2019-06-16,대구,20.8
167,2019-06-17,대구,24.0
168,2019-06-18,대구,24.1
169,2019-06-19,대구,24.6
170,2019-06-20,대구,26.8
171,2019-06-21,대구,25.5
172,2019-06-22,대구,21.5
173,2019-06-23,대구,21.5
174,2019-06-24,대구,23.1
175,2019-06-25,대구,25.0
176,2019-06-26,대구,19.7
177,2019-06-27,대구,24.4
178,2019-06-28,대구,23.6
179,2019-06-29,대구,21.5
180,2019-06-30,대구,25.7
181,2019-07-01,대구,24.3
182,2019-07-02,대구,25.2
183,2019-07-03,대구,24.8
184,2019-07-04,대구,26.4
185,2019-07-05,대구,26.4
186,2019-07-06,대구,24.0
187,2019-07-07,대구,22.9
188,2019-07-08,대구,22.3
189,2019-07-09,대구,21.6
190,2019-07-10,대구,21.4
191,2019-07-11,대구,24.4
192,2019-07-12,대구,25.3
193,2019-07-13,대구,24.4
194,2019-07-14,대구,24.6
195,2019-07-15,대구,23.2
196,2019-07-16,대구,24.6
197,2019-07-17,대구,25.0
198,2019-07-18,대구,24.1
199,2019-07-19,대구,24.2
200,2019-07-20,대구,24.6
201,2019-07-21,대구,25.7
202,2019-07-22,대구,28.5
203,2019-07-23,대구,29.5
204,2019-07-24,대구,28.1
205,2019-07-25,대구,27.5
206,2019-07-26,대구,29.1
207,2019-07-27,대구,28.1
208,2019-07-28,대구,29.3
209,2019-07-29,대구,29.4
210,2019-07-30,대구,30.4
211,2019-07-31,대구,31.0
212,2019-08-01,대구,31.1
213,2019-08-02,대구,31.6
214,2019-08-03,대구,29.5
215,2019-08-04,대구,30.3
216,2019-08-05,대구,29.9
217,2019-08-06,대구,26.3
218,2019-08-07,대구,28.4
219,2019-08-08,대구,28.7
220,2019-08-09,대구,29.8
221,2019-08-10,대구,28.8
222,2019-08-11,대구,29.7
223,2019-08-12,대구,30.0
224,2019-08-13,대구,29.4
225,2019-08-14,대구,29.1
226,2019-08-15,대구,27.3
227,2019-08-16,대구,28.7
228,2019-08-17,대구,28.9
229,2019-08-18,대구,28.5
230,2019-08-19,대구,26.9
231,2019-08-20,대구,26.9
232,2019-08-21,대구,26.0
233,2019-08-22,대구,26.2
234,2019-08-23,대구,26.4
235,2019-08-24,대구,23.4
236,2019-08-25,대구,24.8
237,2019-08-26,대구,25.4
238,2019-08-27,대구,22.5
239,2019-08-28,대구,23.6
240,2019-08-29,대구,23.3
241,2019-08-30,대구,24.5
242,2019-08-31,대구,23.9
243,2019-09-01,대구,21.9
244,2019-09-02,대구,20.8
245,2019-09-03,대구,21.6
246,2019-09-04,대구,24.1
247,2019-09-05,대구,25.5
248,2019-09-06,대구,26.7
249,2019-09-07,대구,27.1
250,2019-09-08,대구,26.0
251,2019-09-09,대구,26.8
252,2019-09-10,대구,27.4
253,2019-09-11,대구,25.3
254,2019-09-12,대구,20.2
255,2019-09-13,대구,21.5
256,2019-09-14,대구,23.0
257,2019-09-15,대구,23.9
258,2019-09-16,대구,21.9
259,2019-09-17,대구,21.0
260,2019-09-18,대구,22.5
261,2019-09-19,대구,20.9
262,2019-09-20,대구,19.8
263,2019-09-21,대구,18.5
264,2019-09-22,대구,18.1
265,2019-09-23,대구,19.1
266,2019-09-24,대구,19.1
267,2019-09-25,대구,19.0
268,2019-09-26,대구,21.6
269,2019-09-27,대구,22.2
270,2019-09-28,대구,23.2
271,2019-09-29,대구,24.9
272,2019-09-30,대구,23.6
273,2019-10-01,대구,22.8
274,2019-10-02,대구,21.8
275,2019-10-03,대구,23.2
276,2019-10-04,대구,22.1
277,2019-10-05,대구,21.4
278,2019-10-06,대구,17.5
279,2019-10-07,대구,15.4
280,2019-10-08,대구,18.0
281,2019-10-09,대구,14.8
282,2019-10-10,대구,16.4
283,2019-10-11,대구,18.9
284,2019-10-12,대구,19.2
285,2019-10-13,대구,16.0
286,2019-10-14,대구,16.6
287,2019-10-15,대구,14.1
288,2019-10-16,대구,13.5
289,2019-10-17,대구,14.0
290,2019-10-18,대구,14.7
291,2019-10-19,대구,17.2
292,2019-10-20,대구,15.6
293,2019-10-21,대구,15.5
294,2019-10-22,대구,16.0
295,2019-10-23,대구,16.4
296,2019-10-24,대구,17.9
297,2019-10-25,대구,19.2
298,2019-10-26,대구,15.5
299,2019-10-27,대구,12.3
300,2019-10-28,대구,11.6
301,2019-10-29,대구,14.3
302,2019-10-30,대구,13.5
303,2019-10-31,대구,14.1
304,2019-11-01,대구,15.3
305,2019-11-02,대구,14.2
306,2019-11-03,대구,14.6
307,2019-11-04,대구,13.4
308,2019-11-05,대구,12.4
309,2019-11-06,대구,12.5
310,2019-11-07,대구,13.0
311,2019-11-08,대구,10.2
312,2019-11-09,대구,9.4
313,2019-11-10,대구,9.4
314,2019-11-11,대구,12.4
315,2019-11-12,대구,10.9
316,2019-11-13,대구,9.7
317,2019-11-14,대구,4.6
318,2019-11-15,대구,7.0
319,2019-11-16,대구,11.8
320,2019-11-17,대구,10.5
321,2019-11-18,대구,11.0
322,2019-11-19,대구,5.1
323,2019-11-20,대구,4.3
324,2019-11-21,대구,6.0
325,2019-11-22,대구,9.8
326,2019-11-23,대구,10.9
327,2019-11-24,대구,13.9
328,2019-11-25,대구,8.7
329,2019-11-26,대구,9.8
330,2019-11-27,대구,7.3
331,2019-11-28,대구,5.6
332,2019-11-29,대구,5.1
333,2019-11-30,대구,6.0
334,2019-12-01,대구,6.9
335,2019-12-02,대구,4.9
336,2019-12-03,대구,4.0
337,2019-12-04,대구,4.8
338,2019-12-05,대구,2.0
339,2019-12-06,대구,-1.4
340,2019-12-07,대구,2.4
341,2019-12-08,대구,2.6
342,2019-12-09,대구,2.5
343,2019-12-10,대구,4.9
344,2019-12-11,대구,7.2
345,2019-12-12,대구,3.2
346,2019-12-13,대구,2.3
347,2019-12-14,대구,4.5
348,2019-12-15,대구,5.0
349,2019-12-16,대구,6.3
350,2019-12-17,대구,9.1
351,2019-12-18,대구,7.4
352,2019-12-19,대구,4.1
353,2019-12-20,대구,2.4
354,2019-12-21,대구,0.9
355,2019-12-22,대구,1.3
356,2019-12-23,대구,3.6
357,2019-12-24,대구,3.3
358,2019-12-25,대구,4.6
359,2019-12-26,대구,4.2
360,2019-12-27,대구,1.9
361,2019-12-28,대구,1.2
362,2019-12-29,대구,0.6
363,2019-12-30,대구,5.2
364,2019-12-31,대구,-2.5
