,날짜,지점,평균기온(℃)
73,2019-03-15,세종,7.3
74,2019-03-16,세종,6.1
75,2019-03-17,세종,7.3
76,2019-03-18,세종,7.4
77,2019-03-19,세종,11.5
78,2019-03-20,세종,11.2
79,2019-03-21,세종,8.5
80,2019-03-22,세종,4.3
81,2019-03-23,세종,4.0
82,2019-03-24,세종,5.1
83,2019-03-25,세종,7.9
84,2019-03-26,세종,11.7
85,2019-03-27,세종,14.0
86,2019-03-28,세종,11.2
87,2019-03-29,세종,10.9
88,2019-03-30,세종,5.7
89,2019-03-31,세종,5.4
90,2019-04-01,세종,5.9
91,2019-04-02,세종,7.3
92,2019-04-03,세종,8.0
93,2019-04-04,세종,9.9
94,2019-04-05,세종,11.7
95,2019-04-06,세종,11.6
96,2019-04-07,세종,14.6
97,2019-04-08,세종,13.0
98,2019-04-09,세종,10.8
99,2019-04-10,세종,8.2
100,2019-04-11,세종,10.2
101,2019-04-12,세종,12.1
102,2019-04-13,세종,12.8
103,2019-04-14,세종,10.5
104,2019-04-15,세종,12.2
105,2019-04-16,세종,15.5
106,2019-04-17,세종,16.9
107,2019-04-18,세종,15.7
108,2019-04-19,세종,14.2
109,2019-04-20,세종,16.6
110,2019-04-21,세종,17.4
111,2019-04-22,세종,21.0
112,2019-04-23,세종,19.5
113,2019-04-24,세종,18.4
114,2019-04-25,세종,15.5
115,2019-04-26,세종,9.8
116,2019-04-27,세종,12.4
117,2019-04-28,세종,13.1
118,2019-04-29,세종,12.0
119,2019-04-30,세종,16.2
120,2019-05-01,세종,16.6
121,2019-05-02,세종,16.7
122,2019-05-03,세종,19.0
123,2019-05-04,세종,20.1
124,2019-05-05,세종,19.8
125,2019-05-06,세종,14.9
126,2019-05-07,세종,15.6
127,2019-05-08,세종,16.5
128,2019-05-09,세종,17.9
129,2019-05-10,세종,18.7
130,2019-05-11,세종,20.7
131,2019-05-12,세종,22.1
132,2019-05-13,세종,20.7
133,2019-05-14,세종,21.1
134,2019-05-15,세종,22.1
135,2019-05-16,세종,24.2
136,2019-05-17,세종,24.5
137,2019-05-18,세종,20.3
138,2019-05-19,세종,20.6
139,2019-05-20,세종,17.2
140,2019-05-21,세종,18.1
141,2019-05-22,세종,20.9
142,2019-05-23,세종,23.1
143,2019-05-24,세종,25.0
144,2019-05-25,세종,24.5
145,2019-05-26,세종,25.5
146,2019-05-27,세종,18.3
147,2019-05-28,세종,19.2
148,2019-05-29,세종,21.0
149,2019-05-30,세종,20.5
150,2019-05-31,세종,19.7
151,2019-06-01,세종,19.4
152,2019-06-02,세종,22.3
153,2019-06-03,세종,24.0
154,2019-06-04,세종,24.5
155,2019-06-05,세종,24.4
156,2019-06-06,세종,22.2
157,2019-06-07,세종,19.3
158,2019-06-08,세종,22.4
159,2019-06-09,세종,22.5
160,2019-06-10,세종,19.4
161,2019-06-11,세종,21.1
162,2019-06-12,세종,21.9
163,2019-06-13,세종,23.9
164,2019-06-14,세종,22.6
165,2019-06-15,세종,22.3
166,2019-06-16,세종,22.2
167,2019-06-17,세종,22.4
168,2019-06-18,세종,22.2
169,2019-06-19,세종,22.8
170,2019-06-20,세종,23.5
171,2019-06-21,세종,23.9
172,2019-06-22,세종,24.4
173,2019-06-23,세종,24.7
174,2019-06-24,세종,25.5
175,2019-06-25,세종,26.4
176,2019-06-26,세종,23.0
177,2019-06-27,세종,25.3
178,2019-06-28,세종,25.8
179,2019-06-29,세종,22.4
180,2019-06-30,세종,24.3
181,2019-07-01,세종,24.5
182,2019-07-02,세종,24.5
183,2019-07-03,세종,24.8
184,2019-07-04,세종,26.0
185,2019-07-05,세종,27.9
186,2019-07-06,세종,28.6
187,2019-07-07,세종,25.9
188,2019-07-08,세종,24.9
189,2019-07-09,세종,24.8
190,2019-07-10,세종,21.8
191,2019-07-11,세종,21.5
192,2019-07-12,세종,23.8
193,2019-07-13,세종,24.6
194,2019-07-14,세종,25.9
195,2019-07-15,세종,24.0
196,2019-07-16,세종,25.0
197,2019-07-17,세종,26.9
198,2019-07-18,세종,26.5
199,2019-07-19,세종,27.9
200,2019-07-20,세종,26.6
201,2019-07-21,세종,25.2
202,2019-07-22,세종,28.3
203,2019-07-23,세종,29.4
204,2019-07-24,세종,28.3
205,2019-07-25,세종,26.1
206,2019-07-26,세종,27.2
207,2019-07-27,세종,28.6
208,2019-07-28,세종,26.9
209,2019-07-29,세종,29.2
210,2019-07-30,세종,29.8
211,2019-07-31,세종,29.8
212,2019-08-01,세종,29.5
213,2019-08-02,세종,30.3
214,2019-08-03,세종,30.4
215,2019-08-04,세종,30.6
216,2019-08-05,세종,30.8
217,2019-08-06,세종,30.7
218,2019-08-07,세종,28.7
219,2019-08-08,세종,27.3
220,2019-08-09,세종,29.7
221,2019-08-10,세종,30.7
222,2019-08-11,세종,30.7
223,2019-08-12,세종,28.8
224,2019-08-13,세종,31.2
225,2019-08-14,세종,31.3
226,2019-08-15,세종,26.0
227,2019-08-16,세종,27.3
228,2019-08-17,세종,26.7
229,2019-08-18,세종,25.8
230,2019-08-19,세종,26.7
231,2019-08-20,세종,27.9
232,2019-08-21,세종,28.0
233,2019-08-22,세종,26.5
234,2019-08-23,세종,25.4
235,2019-08-24,세종,23.9
236,2019-08-25,세종,25.0
237,2019-08-26,세종,26.7
238,2019-08-27,세종,23.1
239,2019-08-28,세종,24.8
240,2019-08-29,세종,23.1
241,2019-08-30,세종,23.4
242,2019-08-31,세종,23.8
243,2019-09-01,세종,23.8
244,2019-09-02,세종,23.6
245,2019-09-03,세종,23.0
246,2019-09-04,세종,23.9
247,2019-09-05,세종,24.3
248,2019-09-06,세종,26.7
249,2019-09-07,세종,27.3
250,2019-09-08,세종,25.5
251,2019-09-09,세종,24.4
252,2019-09-10,세종,27.9
253,2019-09-11,세종,24.6
254,2019-09-12,세종,22.0
255,2019-09-13,세종,23.3
256,2019-09-14,세종,23.1
257,2019-09-15,세종,25.5
258,2019-09-16,세종,25.0
259,2019-09-17,세종,23.5
260,2019-09-18,세종,22.4
261,2019-09-19,세종,20.5
262,2019-09-20,세종,20.5
263,2019-09-21,세종,17.7
264,2019-09-22,세종,16.6
265,2019-09-23,세종,18.7
266,2019-09-24,세종,18.6
267,2019-09-25,세종,19.5
268,2019-09-26,세종,21.8
269,2019-09-27,세종,22.8
270,2019-09-28,세종,24.3
271,2019-09-29,세종,22.8
272,2019-09-30,세종,22.5
273,2019-10-01,세종,22.9
274,2019-10-02,세종,21.4
275,2019-10-03,세종,22.8
276,2019-10-04,세종,22.7
277,2019-10-05,세종,19.1
278,2019-10-06,세종,18.3
279,2019-10-07,세종,15.6
280,2019-10-08,세종,16.0
281,2019-10-09,세종,13.9
282,2019-10-10,세종,14.4
283,2019-10-11,세종,17.6
284,2019-10-12,세종,18.3
285,2019-10-13,세종,16.7
286,2019-10-14,세종,14.9
287,2019-10-15,세종,14.8
288,2019-10-16,세종,14.9
289,2019-10-17,세종,15.4
290,2019-10-18,세종,16.3
291,2019-10-19,세종,17.4
292,2019-10-20,세종,15.6
293,2019-10-21,세종,16.4
294,2019-10-22,세종,17.4
295,2019-10-23,세종,17.1
296,2019-10-24,세종,18.8
297,2019-10-25,세종,17.7
298,2019-10-26,세종,12.3
299,2019-10-27,세종,11.1
300,2019-10-28,세종,12.4
301,2019-10-29,세종,13.8
302,2019-10-30,세종,11.9
303,2019-10-31,세종,13.7
304,2019-11-01,세종,15.5
305,2019-11-02,세종,14.2
306,2019-11-03,세종,14.7
307,2019-11-04,세종,14.2
308,2019-11-05,세종,12.4
309,2019-11-06,세종,11.5
310,2019-11-07,세종,11.0
311,2019-11-08,세종,7.5
312,2019-11-09,세종,8.6
313,2019-11-10,세종,9.3
314,2019-11-11,세종,11.3
315,2019-11-12,세종,9.7
316,2019-11-13,세종,7.9
317,2019-11-14,세종,3.3
318,2019-11-15,세종,9.6
319,2019-11-16,세종,10.7
320,2019-11-17,세종,9.2
321,2019-11-18,세종,7.3
322,2019-11-19,세종,2.5
323,2019-11-20,세종,2.4
324,2019-11-21,세종,4.5
325,2019-11-22,세종,10.2
326,2019-11-23,세종,11.7
327,2019-11-24,세종,12.2
328,2019-11-25,세종,3.5
329,2019-11-26,세종,7.7
330,2019-11-27,세종,5.7
331,2019-11-28,세종,4.8
332,2019-11-29,세종,3.7
333,2019-11-30,세종,5.1
334,2019-12-01,세종,6.4
335,2019-12-02,세종,2.7
336,2019-12-03,세종,1.6
337,2019-12-04,세종,5.3
338,2019-12-05,세종,-0.9
339,2019-12-06,세종,-4.2
340,2019-12-07,세종,-0.9
341,2019-12-08,세종,0.6
342,2019-12-09,세종,2.5
343,2019-12-10,세종,7.7
344,2019-12-11,세종,6.7
345,2019-12-12,세종,1.4
346,2019-12-13,세종,1.3
347,2019-12-14,세종,3.8
348,2019-12-15,세종,5.4
349,2019-12-16,세종,8.0
350,2019-12-17,세종,7.4
351,2019-12-18,세종,3.0
352,2019-12-19,세종,1.1
353,2019-12-20,세종,0.6
354,2019-12-21,세종,0.3
355,2019-12-22,세종,3.7
356,2019-12-23,세종,4.1
357,2019-12-24,세종,0.0
358,2019-12-25,세종,0.5
359,2019-12-26,세종,2.0
360,2019-12-27,세종,0.1
361,2019-12-28,세종,0.6
362,2019-12-29,세종,2.2
363,2019-12-30,세종,3.8
364,2019-12-31,세종,-5.7
