,날짜,지점,평균기온(℃)
86,2019-03-28,전북,9.3
87,2019-03-29,전북,9.7
88,2019-03-30,전북,6.5
89,2019-03-31,전북,5.5
90,2019-04-01,전북,6.5
91,2019-04-02,전북,6.3
92,2019-04-03,전북,6.4
93,2019-04-04,전북,8.3
94,2019-04-05,전북,10.1
95,2019-04-06,전북,12.3
96,2019-04-07,전북,12.8
97,2019-04-08,전북,11.1
98,2019-04-09,전북,11.0
99,2019-04-10,전북,7.3
100,2019-04-11,전북,8.6
101,2019-04-12,전북,9.6
102,2019-04-13,전북,11.0
103,2019-04-14,전북,9.8
104,2019-04-15,전북,10.2
105,2019-04-16,전북,14.4
106,2019-04-17,전북,14.9
107,2019-04-18,전북,15.4
108,2019-04-19,전북,15.1
109,2019-04-20,전북,16.4
110,2019-04-21,전북,16.7
111,2019-04-22,전북,18.0
112,2019-04-23,전북,16.9
113,2019-04-24,전북,16.7
114,2019-04-25,전북,13.6
115,2019-04-26,전북,9.1
116,2019-04-27,전북,12.0
117,2019-04-28,전북,13.0
118,2019-04-29,전북,11.5
119,2019-04-30,전북,13.5
120,2019-05-01,전북,12.7
121,2019-05-02,전북,13.7
122,2019-05-03,전북,16.1
123,2019-05-04,전북,17.5
124,2019-05-05,전북,17.9
125,2019-05-06,전북,13.0
126,2019-05-07,전북,12.9
127,2019-05-08,전북,14.4
128,2019-05-09,전북,15.2
129,2019-05-10,전북,15.7
130,2019-05-11,전북,16.9
131,2019-05-12,전북,18.7
132,2019-05-13,전북,18.7
133,2019-05-14,전북,20.2
134,2019-05-15,전북,21.4
135,2019-05-16,전북,22.1
136,2019-05-17,전북,21.6
137,2019-05-18,전북,19.7
138,2019-05-19,전북,21.9
139,2019-05-20,전북,15.7
140,2019-05-21,전북,17.1
141,2019-05-22,전북,20.2
142,2019-05-23,전북,22.1
143,2019-05-24,전북,23.5
144,2019-05-25,전북,22.6
145,2019-05-26,전북,23.8
146,2019-05-27,전북,17.6
147,2019-05-28,전북,16.3
148,2019-05-29,전북,18.4
149,2019-05-30,전북,19.6
150,2019-05-31,전북,17.7
151,2019-06-01,전북,18.5
152,2019-06-02,전북,20.3
153,2019-06-03,전북,21.7
154,2019-06-04,전북,22.1
155,2019-06-05,전북,21.5
156,2019-06-06,전북,21.3
157,2019-06-07,전북,19.4
158,2019-06-08,전북,20.1
159,2019-06-09,전북,20.6
160,2019-06-10,전북,18.6
161,2019-06-11,전북,18.6
162,2019-06-12,전북,19.9
163,2019-06-13,전북,21.2
164,2019-06-14,전북,20.9
165,2019-06-15,전북,19.6
166,2019-06-16,전북,19.9
167,2019-06-17,전북,20.6
168,2019-06-18,전북,21.8
169,2019-06-19,전북,22.2
170,2019-06-20,전북,22.1
171,2019-06-21,전북,22.1
172,2019-06-22,전북,22.0
173,2019-06-23,전북,22.6
174,2019-06-24,전북,22.7
175,2019-06-25,전북,24.0
176,2019-06-26,전북,21.0
177,2019-06-27,전북,23.0
178,2019-06-28,전북,23.4
179,2019-06-29,전북,21.5
180,2019-06-30,전북,23.5
181,2019-07-01,전북,23.0
182,2019-07-02,전북,23.2
183,2019-07-03,전북,22.7
184,2019-07-04,전북,23.8
185,2019-07-05,전북,25.1
186,2019-07-06,전북,26.4
187,2019-07-07,전북,24.3
188,2019-07-08,전북,23.6
189,2019-07-09,전북,24.0
190,2019-07-10,전북,21.0
191,2019-07-11,전북,21.0
192,2019-07-12,전북,22.5
193,2019-07-13,전북,23.0
194,2019-07-14,전북,24.6
195,2019-07-15,전북,23.9
196,2019-07-16,전북,24.2
197,2019-07-17,전북,25.7
198,2019-07-18,전북,24.5
199,2019-07-19,전북,26.2
200,2019-07-20,전북,24.7
201,2019-07-21,전북,25.1
202,2019-07-22,전북,27.3
203,2019-07-23,전북,28.3
204,2019-07-24,전북,27.7
205,2019-07-25,전북,27.8
206,2019-07-26,전북,27.5
207,2019-07-27,전북,26.5
208,2019-07-28,전북,27.4
209,2019-07-29,전북,28.3
210,2019-07-30,전북,29.0
211,2019-07-31,전북,29.2
212,2019-08-01,전북,28.4
213,2019-08-02,전북,28.7
214,2019-08-03,전북,28.2
215,2019-08-04,전북,28.2
216,2019-08-05,전북,28.8
217,2019-08-06,전북,28.8
218,2019-08-07,전북,28.5
219,2019-08-08,전북,27.8
220,2019-08-09,전북,29.2
221,2019-08-10,전북,30.0
222,2019-08-11,전북,28.9
223,2019-08-12,전북,28.1
224,2019-08-13,전북,29.2
225,2019-08-14,전북,29.0
226,2019-08-15,전북,26.0
227,2019-08-16,전북,26.0
228,2019-08-17,전북,25.9
229,2019-08-18,전북,25.1
230,2019-08-19,전북,25.1
231,2019-08-20,전북,26.9
232,2019-08-21,전북,26.7
233,2019-08-22,전북,26.0
234,2019-08-23,전북,24.8
235,2019-08-24,전북,23.2
236,2019-08-25,전북,23.4
237,2019-08-26,전북,25.1
238,2019-08-27,전북,22.8
239,2019-08-28,전북,23.8
240,2019-08-29,전북,23.4
241,2019-08-30,전북,23.1
242,2019-08-31,전북,23.1
243,2019-09-01,전북,22.8
244,2019-09-02,전북,21.6
245,2019-09-03,전북,23.1
246,2019-09-04,전북,24.7
247,2019-09-05,전북,23.8
248,2019-09-06,전북,25.3
249,2019-09-07,전북,25.7
250,2019-09-08,전북,24.6
251,2019-09-09,전북,24.4
252,2019-09-10,전북,27.0
253,2019-09-11,전북,25.1
254,2019-09-12,전북,21.8
255,2019-09-13,전북,23.0
256,2019-09-14,전북,23.1
257,2019-09-15,전북,24.1
258,2019-09-16,전북,23.6
259,2019-09-17,전북,22.4
260,2019-09-18,전북,20.8
261,2019-09-19,전북,18.8
262,2019-09-20,전북,19.3
263,2019-09-21,전북,17.4
264,2019-09-22,전북,17.1
265,2019-09-23,전북,18.5
266,2019-09-24,전북,18.1
267,2019-09-25,전북,18.9
268,2019-09-26,전북,20.3
269,2019-09-27,전북,22.8
270,2019-09-28,전북,23.3
271,2019-09-29,전북,22.0
272,2019-09-30,전북,21.6
273,2019-10-01,전북,20.9
274,2019-10-02,전북,20.4
275,2019-10-03,전북,21.7
276,2019-10-04,전북,21.5
277,2019-10-05,전북,18.2
278,2019-10-06,전북,19.2
279,2019-10-07,전북,16.0
280,2019-10-08,전북,15.8
281,2019-10-09,전북,13.3
282,2019-10-10,전북,15.4
283,2019-10-11,전북,17.5
284,2019-10-12,전북,18.3
285,2019-10-13,전북,16.8
286,2019-10-14,전북,14.4
287,2019-10-15,전북,12.9
288,2019-10-16,전북,14.5
289,2019-10-17,전북,14.4
290,2019-10-18,전북,15.9
291,2019-10-19,전북,16.3
292,2019-10-20,전북,16.1
293,2019-10-21,전북,15.8
294,2019-10-22,전북,16.5
295,2019-10-23,전북,15.8
296,2019-10-24,전북,17.7
297,2019-10-25,전북,16.7
298,2019-10-26,전북,12.6
299,2019-10-27,전북,10.9
300,2019-10-28,전북,12.6
301,2019-10-29,전북,14.3
302,2019-10-30,전북,11.6
303,2019-10-31,전북,13.4
304,2019-11-01,전북,14.8
305,2019-11-02,전북,14.3
306,2019-11-03,전북,14.3
307,2019-11-04,전북,13.0
308,2019-11-05,전북,11.9
309,2019-11-06,전북,11.7
310,2019-11-07,전북,10.7
311,2019-11-08,전북,7.4
312,2019-11-09,전북,8.5
313,2019-11-10,전북,10.8
314,2019-11-11,전북,13.0
315,2019-11-12,전북,10.2
316,2019-11-13,전북,9.6
317,2019-11-14,전북,4.7
318,2019-11-15,전북,10.4
319,2019-11-16,전북,13.8
320,2019-11-17,전북,15.0
321,2019-11-18,전북,8.7
322,2019-11-19,전북,4.8
323,2019-11-20,전북,3.1
324,2019-11-21,전북,5.2
325,2019-11-22,전북,10.2
326,2019-11-23,전북,12.5
327,2019-11-24,전북,13.2
328,2019-11-25,전북,4.1
329,2019-11-26,전북,7.6
330,2019-11-27,전북,6.3
331,2019-11-28,전북,4.4
332,2019-11-29,전북,3.2
333,2019-11-30,전북,5.3
334,2019-12-01,전북,6.1
335,2019-12-02,전북,4.3
336,2019-12-03,전북,3.7
337,2019-12-04,전북,5.7
338,2019-12-05,전북,0.8
339,2019-12-06,전북,-3.2
340,2019-12-07,전북,1.9
341,2019-12-08,전북,2.1
342,2019-12-09,전북,5.3
343,2019-12-10,전북,10.0
344,2019-12-11,전북,8.5
345,2019-12-12,전북,2.3
346,2019-12-13,전북,2.0
347,2019-12-14,전북,5.4
348,2019-12-15,전북,6.0
349,2019-12-16,전북,10.2
350,2019-12-17,전북,9.3
351,2019-12-18,전북,3.7
352,2019-12-19,전북,1.8
353,2019-12-20,전북,1.9
354,2019-12-21,전북,0.9
355,2019-12-22,전북,4.2
356,2019-12-23,전북,5.4
357,2019-12-24,전북,2.6
358,2019-12-25,전북,4.3
359,2019-12-26,전북,4.0
360,2019-12-27,전북,1.5
361,2019-12-28,전북,1.6
362,2019-12-29,전북,4.2
363,2019-12-30,전북,5.0
364,2019-12-31,전북,-3.5
