,날짜,지점,평균기온(℃)
270,2019-09-28,인천,23.1
271,2019-09-29,인천,21.7
272,2019-09-30,인천,21.7
273,2019-10-01,인천,22.8
274,2019-10-02,인천,22.1
275,2019-10-03,인천,23.1
276,2019-10-04,인천,22.2
277,2019-10-05,인천,18.5
278,2019-10-06,인천,17.9
279,2019-10-07,인천,15.3
280,2019-10-08,인천,15.7
281,2019-10-09,인천,14.5
282,2019-10-10,인천,16.1
283,2019-10-11,인천,19.3
284,2019-10-12,인천,18.2
285,2019-10-13,인천,17.5
286,2019-10-14,인천,14.3
287,2019-10-15,인천,14.0
288,2019-10-16,인천,14.8
289,2019-10-17,인천,16.0
290,2019-10-18,인천,18.2
291,2019-10-19,인천,17.2
292,2019-10-20,인천,16.5
293,2019-10-21,인천,17.4
294,2019-10-22,인천,18.0
295,2019-10-23,인천,17.8
296,2019-10-24,인천,18.2
297,2019-10-25,인천,16.0
298,2019-10-26,인천,10.2
299,2019-10-27,인천,12.5
300,2019-10-28,인천,14.1
301,2019-10-29,인천,13.6
302,2019-10-30,인천,13.0
303,2019-10-31,인천,15.7
304,2019-11-01,인천,15.1
305,2019-11-02,인천,13.8
306,2019-11-03,인천,14.9
307,2019-11-04,인천,14.2
308,2019-11-05,인천,13.2
309,2019-11-06,인천,11.7
310,2019-11-07,인천,9.4
311,2019-11-08,인천,7.3
312,2019-11-09,인천,10.7
313,2019-11-10,인천,10.8
314,2019-11-11,인천,12.1
315,2019-11-12,인천,11.0
316,2019-11-13,인천,8.7
317,2019-11-14,인천,2.1
318,2019-11-15,인천,7.3
319,2019-11-16,인천,7.3
320,2019-11-17,인천,9.7
321,2019-11-18,인천,4.8
322,2019-11-19,인천,0.7
323,2019-11-20,인천,1.1
324,2019-11-21,인천,5.7
325,2019-11-22,인천,10.8
326,2019-11-23,인천,12.7
327,2019-11-24,인천,10.5
328,2019-11-25,인천,1.4
329,2019-11-26,인천,6.2
330,2019-11-27,인천,2.9
331,2019-11-28,인천,2.8
332,2019-11-29,인천,2.0
333,2019-11-30,인천,4.6
334,2019-12-01,인천,5.1
335,2019-12-02,인천,0.5
336,2019-12-03,인천,1.7
337,2019-12-04,인천,2.5
338,2019-12-05,인천,-4.3
339,2019-12-06,인천,-5.1
340,2019-12-07,인천,0.1
341,2019-12-08,인천,0.9
342,2019-12-09,인천,5.3
343,2019-12-10,인천,8.2
344,2019-12-11,인천,6.4
345,2019-12-12,인천,-0.1
346,2019-12-13,인천,3.3
347,2019-12-14,인천,2.6
348,2019-12-15,인천,5.2
349,2019-12-16,인천,8.9
350,2019-12-17,인천,7.9
351,2019-12-18,인천,0.3
352,2019-12-19,인천,-0.5
353,2019-12-20,인천,-1.0
354,2019-12-21,인천,0.2
355,2019-12-22,인천,4.5
356,2019-12-23,인천,3.4
357,2019-12-24,인천,0.7
358,2019-12-25,인천,2.5
359,2019-12-26,인천,2.0
360,2019-12-27,인천,-1.0
361,2019-12-28,인천,2.6
362,2019-12-29,인천,4.9
363,2019-12-30,인천,2.4
364,2019-12-31,인천,-7.3
