,날짜,지점,평균기온(℃)
94,2019-04-05,광주,11.8
95,2019-04-06,광주,13.4
96,2019-04-07,광주,12.6
97,2019-04-08,광주,13.6
98,2019-04-09,광주,10.7
99,2019-04-10,광주,7.9
100,2019-04-11,광주,10.1
101,2019-04-12,광주,11.5
102,2019-04-13,광주,12.4
103,2019-04-14,광주,10.9
104,2019-04-15,광주,11.9
105,2019-04-16,광주,15.2
106,2019-04-17,광주,15.7
107,2019-04-18,광주,16.3
108,2019-04-19,광주,15.9
109,2019-04-20,광주,17.1
110,2019-04-21,광주,17.8
111,2019-04-22,광주,20.3
112,2019-04-23,광주,17.1
113,2019-04-24,광주,18.0
114,2019-04-25,광주,14.8
115,2019-04-26,광주,9.5
116,2019-04-27,광주,13.0
117,2019-04-28,광주,13.4
118,2019-04-29,광주,12.0
119,2019-04-30,광주,15.0
120,2019-05-01,광주,14.4
121,2019-05-02,광주,15.4
122,2019-05-03,광주,18.0
123,2019-05-04,광주,19.6
124,2019-05-05,광주,19.6
125,2019-05-06,광주,14.0
126,2019-05-07,광주,14.5
127,2019-05-08,광주,15.3
128,2019-05-09,광주,17.3
129,2019-05-10,광주,18.6
130,2019-05-11,광주,19.6
131,2019-05-12,광주,21.1
132,2019-05-13,광주,20.4
133,2019-05-14,광주,22.3
134,2019-05-15,광주,23.2
135,2019-05-16,광주,23.3
136,2019-05-17,광주,21.2
137,2019-05-18,광주,18.7
138,2019-05-19,광주,20.9
139,2019-05-20,광주,16.3
140,2019-05-21,광주,17.1
141,2019-05-22,광주,20.2
142,2019-05-23,광주,22.2
143,2019-05-24,광주,23.6
144,2019-05-25,광주,23.0
145,2019-05-26,광주,22.6
146,2019-05-27,광주,17.7
147,2019-05-28,광주,17.3
148,2019-05-29,광주,19.8
149,2019-05-30,광주,20.4
150,2019-05-31,광주,17.7
151,2019-06-01,광주,19.6
152,2019-06-02,광주,21.8
153,2019-06-03,광주,23.1
154,2019-06-04,광주,23.9
155,2019-06-05,광주,24.3
156,2019-06-06,광주,21.8
157,2019-06-07,광주,19.3
158,2019-06-08,광주,20.8
159,2019-06-09,광주,21.4
160,2019-06-10,광주,19.1
161,2019-06-11,광주,18.4
162,2019-06-12,광주,20.3
163,2019-06-13,광주,21.8
164,2019-06-14,광주,19.9
165,2019-06-15,광주,20.4
166,2019-06-16,광주,20.7
167,2019-06-17,광주,22.0
168,2019-06-18,광주,22.3
169,2019-06-19,광주,23.5
170,2019-06-20,광주,23.5
171,2019-06-21,광주,23.7
172,2019-06-22,광주,22.1
173,2019-06-23,광주,22.8
174,2019-06-24,광주,23.7
175,2019-06-25,광주,24.8
176,2019-06-26,광주,20.8
177,2019-06-27,광주,24.5
178,2019-06-28,광주,24.3
179,2019-06-29,광주,21.8
180,2019-06-30,광주,23.8
181,2019-07-01,광주,22.6
182,2019-07-02,광주,23.9
183,2019-07-03,광주,23.3
184,2019-07-04,광주,25.2
185,2019-07-05,광주,26.5
186,2019-07-06,광주,26.9
187,2019-07-07,광주,23.9
188,2019-07-08,광주,23.4
189,2019-07-09,광주,23.9
190,2019-07-10,광주,20.9
191,2019-07-11,광주,23.3
192,2019-07-12,광주,24.4
193,2019-07-13,광주,23.6
194,2019-07-14,광주,25.1
195,2019-07-15,광주,25.2
196,2019-07-16,광주,24.6
197,2019-07-17,광주,25.3
198,2019-07-18,광주,23.6
199,2019-07-19,광주,24.8
200,2019-07-20,광주,24.2
201,2019-07-21,광주,24.7
202,2019-07-22,광주,27.0
203,2019-07-23,광주,27.7
204,2019-07-24,광주,26.9
205,2019-07-25,광주,27.6
206,2019-07-26,광주,27.4
207,2019-07-27,광주,26.4
208,2019-07-28,광주,27.1
209,2019-07-29,광주,28.3
210,2019-07-30,광주,28.4
211,2019-07-31,광주,29.0
212,2019-08-01,광주,29.2
213,2019-08-02,광주,29.3
214,2019-08-03,광주,29.6
215,2019-08-04,광주,29.7
216,2019-08-05,광주,29.3
217,2019-08-06,광주,29.0
218,2019-08-07,광주,29.0
219,2019-08-08,광주,28.6
220,2019-08-09,광주,29.3
221,2019-08-10,광주,29.7
222,2019-08-11,광주,28.1
223,2019-08-12,광주,27.9
224,2019-08-13,광주,29.5
225,2019-08-14,광주,29.9
226,2019-08-15,광주,27.6
227,2019-08-16,광주,26.5
228,2019-08-17,광주,26.9
229,2019-08-18,광주,26.2
230,2019-08-19,광주,26.6
231,2019-08-20,광주,27.2
232,2019-08-21,광주,26.7
233,2019-08-22,광주,26.7
234,2019-08-23,광주,25.6
235,2019-08-24,광주,24.0
236,2019-08-25,광주,23.4
237,2019-08-26,광주,25.2
238,2019-08-27,광주,22.9
239,2019-08-28,광주,24.1
240,2019-08-29,광주,23.0
241,2019-08-30,광주,23.6
242,2019-08-31,광주,23.4
243,2019-09-01,광주,22.1
244,2019-09-02,광주,21.1
245,2019-09-03,광주,22.6
246,2019-09-04,광주,24.4
247,2019-09-05,광주,24.9
248,2019-09-06,광주,25.6
249,2019-09-07,광주,24.7
250,2019-09-08,광주,24.7
251,2019-09-09,광주,24.6
252,2019-09-10,광주,26.7
253,2019-09-11,광주,26.7
254,2019-09-12,광주,22.3
255,2019-09-13,광주,23.7
256,2019-09-14,광주,24.0
257,2019-09-15,광주,24.9
258,2019-09-16,광주,24.6
259,2019-09-17,광주,23.7
260,2019-09-18,광주,22.2
261,2019-09-19,광주,20.6
262,2019-09-20,광주,20.6
263,2019-09-21,광주,17.9
264,2019-09-22,광주,18.4
265,2019-09-23,광주,19.4
266,2019-09-24,광주,19.3
267,2019-09-25,광주,19.7
268,2019-09-26,광주,21.8
269,2019-09-27,광주,23.3
270,2019-09-28,광주,24.2
271,2019-09-29,광주,24.4
272,2019-09-30,광주,23.5
273,2019-10-01,광주,20.7
274,2019-10-02,광주,20.8
275,2019-10-03,광주,22.1
276,2019-10-04,광주,22.4
277,2019-10-05,광주,18.4
278,2019-10-06,광주,19.2
279,2019-10-07,광주,16.6
280,2019-10-08,광주,17.0
281,2019-10-09,광주,15.2
282,2019-10-10,광주,16.9
283,2019-10-11,광주,19.6
284,2019-10-12,광주,20.0
285,2019-10-13,광주,18.2
286,2019-10-14,광주,15.2
287,2019-10-15,광주,14.0
288,2019-10-16,광주,15.5
289,2019-10-17,광주,15.6
290,2019-10-18,광주,17.1
291,2019-10-19,광주,17.3
292,2019-10-20,광주,17.2
293,2019-10-21,광주,17.5
294,2019-10-22,광주,18.0
295,2019-10-23,광주,17.7
296,2019-10-24,광주,18.3
297,2019-10-25,광주,17.7
298,2019-10-26,광주,13.5
299,2019-10-27,광주,12.3
300,2019-10-28,광주,13.1
301,2019-10-29,광주,14.9
302,2019-10-30,광주,12.9
303,2019-10-31,광주,13.8
304,2019-11-01,광주,15.6
305,2019-11-02,광주,15.7
306,2019-11-03,광주,15.5
307,2019-11-04,광주,14.7
308,2019-11-05,광주,13.9
309,2019-11-06,광주,12.8
310,2019-11-07,광주,12.2
311,2019-11-08,광주,9.5
312,2019-11-09,광주,10.6
313,2019-11-10,광주,10.8
314,2019-11-11,광주,13.0
315,2019-11-12,광주,12.2
316,2019-11-13,광주,10.3
317,2019-11-14,광주,5.9
318,2019-11-15,광주,9.1
319,2019-11-16,광주,13.4
320,2019-11-17,광주,16.2
321,2019-11-18,광주,9.8
322,2019-11-19,광주,6.3
323,2019-11-20,광주,4.9
324,2019-11-21,광주,8.1
325,2019-11-22,광주,12.5
326,2019-11-23,광주,14.2
327,2019-11-24,광주,15.1
328,2019-11-25,광주,5.6
329,2019-11-26,광주,8.9
330,2019-11-27,광주,7.7
331,2019-11-28,광주,6.2
332,2019-11-29,광주,5.6
333,2019-11-30,광주,7.3
334,2019-12-01,광주,6.6
335,2019-12-02,광주,5.2
336,2019-12-03,광주,4.3
337,2019-12-04,광주,6.1
338,2019-12-05,광주,2.5
339,2019-12-06,광주,-1.2
340,2019-12-07,광주,2.8
341,2019-12-08,광주,4.5
342,2019-12-09,광주,4.5
343,2019-12-10,광주,8.5
344,2019-12-11,광주,8.0
345,2019-12-12,광주,3.9
346,2019-12-13,광주,3.6
347,2019-12-14,광주,5.3
348,2019-12-15,광주,8.1
349,2019-12-16,광주,10.2
350,2019-12-17,광주,8.8
351,2019-12-18,광주,4.9
352,2019-12-19,광주,3.2
353,2019-12-20,광주,2.8
354,2019-12-21,광주,2.5
355,2019-12-22,광주,5.5
356,2019-12-23,광주,5.2
357,2019-12-24,광주,5.4
358,2019-12-25,광주,6.8
359,2019-12-26,광주,5.7
360,2019-12-27,광주,3.0
361,2019-12-28,광주,3.4
362,2019-12-29,광주,4.2
363,2019-12-30,광주,6.5
364,2019-12-31,광주,-2.2
