,date,region,confirmed,death,released
345,20200308,대전,18,0,1
346,20200308,울산,24,0,1
347,20200308,세종,3,0,0
348,20200308,경기,141,1,16
349,20200308,강원,27,1,3
350,20200308,충북,24,0,1
351,20200308,충남,98,0,0
352,20200308,전북,7,0,2
353,20200308,전남,4,0,0
354,20200308,경북,1081,12,42
355,20200308,경남,83,0,4
356,20200308,제주,4,0,0
357,20200309,서울,130,0,29
358,20200309,부산,96,0,10
359,20200309,대구,5571,35,21
360,20200309,인천,9,0,2
361,20200309,광주,15,0,3
362,20200309,대전,19,0,1
363,20200309,울산,24,0,1
364,20200309,세종,6,0,0
365,20200309,경기,152,1,22
366,20200309,강원,28,1,3
367,20200309,충북,25,0,3
368,20200309,충남,102,0,1
369,20200309,전북,7,0,2
370,20200309,전남,4,0,1
371,20200309,경북,1107,14,57
372,20200309,경남,83,0,9
373,20200309,제주,4,0,1
374,20200310,서울,141,0,31
375,20200310,부산,96,0,10
376,20200310,대구,5663,38,92
377,20200310,인천,13,0,3
378,20200310,광주,15,0,3
379,20200310,대전,18,0,1
380,20200310,울산,24,0,1
381,20200310,세종,8,0,0
382,20200310,경기,163,1,22
383,20200310,강원,28,1,6
384,20200310,충북,25,0,3
385,20200310,충남,104,0,1
386,20200310,전북,7,0,2
387,20200310,전남,4,0,1
388,20200310,경북,1117,14,60
389,20200310,경남,83,0,10
390,20200310,제주,4,0,1
391,20200311,서울,193,0,37
392,20200311,부산,98,0,21
393,20200311,대구,5794,44,102
394,20200311,인천,25,0,3
395,20200311,광주,15,0,3
396,20200311,대전,18,0,2
397,20200311,울산,25,0,2
398,20200311,세종,10,0,0
399,20200311,경기,175,1,25
400,20200311,강원,29,1,6
401,20200311,충북,27,0,3
402,20200311,충남,112,0,1
403,20200311,전북,7,0,2
404,20200311,전남,4,0,1
405,20200311,경북,1135,14,69
406,20200311,경남,84,0,10
407,20200311,제주,4,0,1
408,20200312,서울,212,0,38
409,20200312,부산,99,0,29
410,20200312,대구,5867,48,114
411,20200312,인천,25,0,4
412,20200312,광주,15,0,4
413,20200312,대전,20,0,2
414,20200312,울산,25,0,3
415,20200312,세종,15,0,0
416,20200312,경기,178,1,27
417,20200312,강원,29,1,6
418,20200312,충북,27,0,4
419,20200312,충남,114,0,5
420,20200312,전북,7,0,2
421,20200312,전남,4,0,1
422,20200312,경북,1143,16,83
423,20200312,경남,85,0,10
424,20200312,제주,4,0,1
425,20200313,서울,225,0,40
426,20200313,부산,100,0,36
427,20200313,대구,5928,48,251
428,20200313,인천,27,0,4
429,20200313,광주,15,0,4
430,20200313,대전,22,0,4
431,20200313,울산,27,0,3
432,20200313,세종,32,0,0
433,20200313,경기,185,2,31
434,20200313,강원,29,1,6
435,20200313,충북,27,0,4
436,20200313,충남,115,0,7
437,20200313,전북,7,0,4
438,20200313,전남,4,0,1
439,20200313,경북,1147,16,103
440,20200313,경남,85,0,11
441,20200313,제주,4,0,1
442,20200314,서울,238,0,44
443,20200314,부산,103,0,40
444,20200314,대구,5990,51,401
445,20200314,인천,28,0,4
446,20200314,광주,15,0,4
447,20200314,대전,22,0,4
448,20200314,울산,27,0,5
449,20200314,세종,38,0,0
450,20200314,경기,200,3,36
451,20200314,강원,29,1,6
452,20200314,충북,28,0,5
453,20200314,충남,115,0,9
454,20200314,전북,7,0,4
455,20200314,전남,4,0,2
456,20200314,경북,1153,17,138
457,20200314,경남,85,0,11
458,20200314,제주,4,0,1
459,20200315,서울,247,0,47
460,20200315,부산,106,1,52
461,20200315,대구,6031,53,468
462,20200315,인천,30,0,4
463,20200315,광주,16,0,4
464,20200315,대전,22,0,4
465,20200315,울산,28,0,6
466,20200315,세종,39,0,0
467,20200315,경기,211,3,40
468,20200315,강원,29,1,7
469,20200315,충북,31,0,6
470,20200315,충남,115,0,10
471,20200315,전북,7,0,4
472,20200315,전남,4,0,2
473,20200315,경북,1157,17,163
474,20200315,경남,85,0,16
475,20200315,제주,4,0,1
476,20200316,서울,253,0,52
477,20200316,부산,107,1,53
478,20200316,대구,6066,53,734
479,20200316,인천,30,0,4
480,20200316,광주,16,0,4
481,20200316,대전,22,0,4
482,20200316,울산,28,0,7
483,20200316,세종,40,0,0
484,20200316,경기,231,3,48
485,20200316,강원,29,1,7
486,20200316,충북,31,0,6
487,20200316,충남,115,0,12
488,20200316,전북,7,0,4
489,20200316,전남,4,0,2
490,20200316,경북,1164,17,178
491,20200316,경남,85,0,20
492,20200316,제주,4,0,2
493,20200317,서울,265,0,55
494,20200317,부산,107,1,54
495,20200317,대구,6098,57,947
496,20200317,인천,31,0,5
497,20200317,광주,16,0,6
498,20200317,대전,22,0,4
499,20200317,울산,28,0,8
500,20200317,세종,40,0,0
501,20200317,경기,262,3,55
502,20200317,강원,29,1,8
503,20200317,충북,31,0,5
504,20200317,충남,115,0,15
505,20200317,전북,7,0,4
506,20200317,전남,4,0,2
507,20200317,경북,1169,19,209
508,20200317,경남,86,0,22
509,20200317,제주,4,0,2
510,20200318,서울,270,0,55
511,20200318,부산,107,1,58
512,20200318,대구,6144,58,1048
513,20200318,인천,32,0,5
514,20200318,광주,17,0,6
515,20200318,대전,22,0,4
516,20200318,울산,30,0,9
517,20200318,세종,41,0,0
518,20200318,경기,277,3,59
519,20200318,강원,30,1,8
520,20200318,충북,32,0,5
521,20200318,충남,118,0,16
522,20200318,전북,9,0,5
523,20200318,전남,5,0,2
524,20200318,경북,1178,21,235
525,20200318,경남,86,0,23
526,20200318,제주,4,0,2
527,20200319,서울,282,0,58
528,20200319,부산,107,1,58
529,20200319,대구,6241,65,1382
530,20200319,인천,32,0,6
531,20200319,광주,17,0,7
532,20200319,대전,22,0,4
533,20200319,울산,36,0,9
534,20200319,세종,41,0,0
535,20200319,경기,295,3,64
536,20200319,강원,30,1,9
537,20200319,충북,33,0,5
538,20200319,충남,118,0,31
539,20200319,전북,10,0,5
540,20200319,전남,5,0,3
541,20200319,경북,1190,21,275
542,20200319,경남,86,0,29
543,20200319,제주,4,0,2
544,20200320,서울,299,0,64
545,20200320,부산,108,1,60
546,20200320,대구,6275,67,1577
547,20200320,인천,36,0,7
548,20200320,광주,18,0,10
549,20200320,대전,22,0,5
550,20200320,울산,36,0,11
551,20200320,세종,41,0,0
552,20200320,경기,309,3,66
553,20200320,강원,30,1,10
554,20200320,충북,33,0,6
555,20200320,충남,119,0,32
556,20200320,전북,10,0,7
557,20200320,전남,5,0,3
558,20200320,경북,1203,22,340
559,20200320,경남,87,0,33
560,20200320,제주,4,0,2
561,20200321,서울,314,0,64
562,20200321,부산,108,1,67
563,20200321,대구,6344,73,1861
564,20200321,인천,40,0,7
565,20200321,광주,18,0,10
566,20200321,대전,22,0,5
567,20200321,울산,36,0,11
568,20200321,세종,41,0,2
569,20200321,경기,321,3,79
570,20200321,강원,30,1,12
571,20200321,충북,34,0,8
572,20200321,충남,119,0,39
573,20200321,전북,10,0,7
574,20200321,전남,5,0,3
575,20200321,경북,1243,24,395
576,20200321,경남,87,0,40
577,20200321,제주,4,0,2
578,20200322,서울,324,0,64
579,20200322,부산,108,1,69
580,20200322,대구,6387,75,2107
581,20200322,인천,40,0,8
582,20200322,광주,19,0,10
583,20200322,대전,24,0,6
584,20200322,울산,36,0,12
585,20200322,세종,41,0,3
586,20200322,경기,337,3,82
587,20200322,강원,30,1,13
588,20200322,충북,35,0,9
589,20200322,충남,120,0,39
590,20200322,전북,10,0,7
591,20200322,전남,6,0,3
592,20200322,경북,1254,24,432
593,20200322,경남,88,0,42
594,20200322,제주,4,0,3
595,20200323,서울,330,0,64
596,20200323,부산,109,1,71
597,20200323,대구,6411,82,2305
598,20200323,인천,40,0,8
599,20200323,광주,19,0,10
600,20200323,대전,24,0,6
601,20200323,울산,36,0,17
602,20200323,세종,42,0,3
603,20200323,경기,351,3,88
604,20200323,강원,30,1,14
605,20200323,충북,37,0,9
606,20200323,충남,120,0,44
607,20200323,전북,10,0,7
608,20200323,전남,6,0,3
609,20200323,경북,1256,24,469
610,20200323,경남,89,0,45
611,20200323,제주,4,0,3
612,20200324,서울,334,0,72
613,20200324,부산,111,1,71
614,20200324,대구,6442,88,2571
615,20200324,인천,41,0,8
616,20200324,광주,19,0,11
617,20200324,대전,24,0,6
618,20200324,울산,36,0,18
619,20200324,세종,42,0,3
620,20200324,경기,366,4,97
621,20200324,강원,30,1,14
622,20200324,충북,38,0,11
623,20200324,충남,120,0,56
624,20200324,전북,10,0,7
625,20200324,전남,6,0,3
626,20200324,경북,1257,26,507
627,20200324,경남,90,0,48
628,20200324,제주,4,0,4
629,20200325,서울,347,0,72
630,20200325,부산,112,1,73
631,20200325,대구,6456,92,2740
632,20200325,인천,42,0,10
633,20200325,광주,19,0,11
634,20200325,대전,24,0,6
635,20200325,울산,37,0,19
636,20200325,세종,44,0,3
637,20200325,경기,387,4,100
638,20200325,강원,31,1,15
639,20200325,충북,38,0,13
640,20200325,충남,123,0,65
641,20200325,전북,10,0,7
642,20200325,전남,8,0,3
643,20200325,경북,1262,28,538
644,20200325,경남,90,0,51
645,20200325,제주,6,0,4
646,20200326,서울,360,0,80
647,20200326,부산,112,2,75
648,20200326,대구,6482,94,3039
649,20200326,인천,43,0,11
650,20200326,광주,19,0,11
651,20200326,대전,30,0,6
652,20200326,울산,37,0,20
653,20200326,세종,44,0,8
654,20200326,경기,401,4,122
655,20200326,강원,31,1,18
656,20200326,충북,39,0,14
657,20200326,충남,124,0,68
658,20200326,전북,10,0,7
659,20200326,전남,8,0,3
660,20200326,경북,1274,30,601
661,20200326,경남,90,0,57
662,20200326,제주,6,0,4
663,20200327,서울,372,0,89
664,20200327,부산,113,2,81
665,20200327,대구,6516,98,3324
666,20200327,인천,46,0,13
667,20200327,광주,20,0,11
668,20200327,대전,31,0,9
669,20200327,울산,39,0,20
670,20200327,세종,44,0,9
671,20200327,경기,412,4,131
672,20200327,강원,31,1,20
673,20200327,충북,41,0,17
674,20200327,충남,124,0,78
675,20200327,전북,10,0,7
676,20200327,전남,8,0,3
677,20200327,경북,1283,34,650
678,20200327,경남,91,0,62
679,20200327,제주,7,0,4
680,20200328,서울,390,0,93
681,20200328,부산,114,2,81
682,20200328,대구,6587,101,3543
683,20200328,인천,51,0,14
684,20200328,광주,20,0,11
685,20200328,대전,31,0,10
686,20200328,울산,39,0,19
687,20200328,세종,44,0,9
688,20200328,경기,433,5,140
689,20200328,강원,32,1,20
690,20200328,충북,41,0,21
691,20200328,충남,126,0,81
692,20200328,전북,10,0,7
693,20200328,전남,8,0,3
694,20200328,경북,1285,35,692
695,20200328,경남,91,0,63
696,20200328,제주,8,0,4
697,20200329,서울,410,0,93
698,20200329,부산,117,3,85
699,20200329,대구,6610,106,3706
700,20200329,인천,58,0,15
701,20200329,광주,20,0,11
702,20200329,대전,34,0,14
703,20200329,울산,39,0,19
704,20200329,세종,46,0,11
705,20200329,경기,448,5,144
706,20200329,강원,34,1,21
707,20200329,충북,41,0,21
708,20200329,충남,127,0,83
709,20200329,전북,12,0,7
710,20200329,전남,9,0,3
711,20200329,경북,1287,37,732
712,20200329,경남,94,0,64
713,20200329,제주,8,0,4
714,20200330,서울,426,0,92
715,20200330,부산,118,3,87
716,20200330,대구,6624,111,3837
717,20200330,인천,58,0,15
718,20200330,광주,20,0,13
719,20200330,대전,34,0,17
720,20200330,울산,39,0,19
721,20200330,세종,46,0,12
722,20200330,경기,463,5,160
723,20200330,강원,36,1,21
724,20200330,충북,44,0,21
725,20200330,충남,127,0,83
726,20200330,전북,13,0,7
727,20200330,전남,9,0,3
728,20200330,경북,1298,38,772
729,20200330,경남,95,0,65
730,20200330,제주,9,0,4
731,20200331,서울,450,0,107
732,20200331,부산,119,3,87
733,20200331,대구,6684,114,3946
734,20200331,인천,64,0,16
735,20200331,광주,20,0,14
736,20200331,대전,36,0,18
737,20200331,울산,39,0,19
738,20200331,세종,46,0,12
739,20200331,경기,476,6,166
740,20200331,강원,36,1,23
741,20200331,충북,44,0,22
742,20200331,충남,128,0,90
743,20200331,전북,13,0,7
744,20200331,전남,9,0,3
745,20200331,경북,1300,38,808
746,20200331,경남,96,0,67
747,20200331,제주,9,0,3
748,20200401,서울,474,0,117
749,20200401,부산,122,3,87
750,20200401,대구,6704,115,4070
751,20200401,인천,69,0,19
752,20200401,광주,24,0,14
753,20200401,대전,36,0,18
754,20200401,울산,39,1,20
755,20200401,세종,46,0,12
756,20200401,경기,499,6,171
757,20200401,강원,38,1,23
758,20200401,충북,44,0,23
759,20200401,충남,131,0,91
760,20200401,전북,14,0,7
761,20200401,전남,12,0,3
762,20200401,경북,1302,39,822
763,20200401,경남,100,0,67
764,20200401,제주,9,0,3
765,20200402,서울,488,0,117
766,20200402,부산,122,3,87
767,20200402,대구,6725,117,4070
768,20200402,인천,73,0,19
769,20200402,광주,25,0,14
770,20200402,대전,36,0,18
771,20200402,울산,40,1,20
772,20200402,세종,46,0,12
773,20200402,경기,516,6,171
774,20200402,강원,39,1,23
775,20200402,충북,44,0,23
776,20200402,충남,133,0,91
777,20200402,전북,14,0,7
778,20200402,전남,14,0,3
779,20200402,경북,1304,41,822
780,20200402,경남,106,0,67
781,20200402,제주,9,0,3
782,20200403,서울,506,0,131
783,20200403,부산,122,3,88
784,20200403,대구,6734,121,4434
785,20200403,인천,74,0,21
786,20200403,광주,26,0,15
787,20200403,대전,36,0,18
788,20200403,울산,40,1,21
789,20200403,세종,46,0,12
790,20200403,경기,539,6,186
791,20200403,강원,41,1,23
792,20200403,충북,45,0,25
793,20200403,충남,134,0,97
794,20200403,전북,15,0,7
795,20200403,전남,15,0,3
796,20200403,경북,1309,42,865
797,20200403,경남,107,0,71
798,20200403,제주,9,0,3
799,20200404,서울,528,0,144
800,20200404,부산,122,3,90
801,20200404,대구,6761,122,4673
802,20200404,인천,77,0,22
803,20200404,광주,26,0,15
804,20200404,대전,36,0,18
805,20200404,울산,40,1,24
806,20200404,세종,46,0,15
807,20200404,경기,562,6,200
808,20200404,강원,42,1,23
809,20200404,충북,45,0,27
810,20200404,충남,135,0,102
811,20200404,전북,15,0,7
812,20200404,전남,15,0,4
813,20200404,경북,1310,44,881
814,20200404,경남,108,0,75
815,20200404,제주,9,0,4
816,20200405,서울,552,0,145
817,20200405,부산,122,3,90
818,20200405,대구,6768,127,4773
819,20200405,인천,79,0,25
820,20200405,광주,27,0,15
821,20200405,대전,37,0,18
822,20200405,울산,40,1,27
823,20200405,세종,46,0,15
824,20200405,경기,572,7,208
825,20200405,강원,45,1,24
826,20200405,충북,45,0,28
827,20200405,충남,135,0,102
828,20200405,전북,16,0,7
829,20200405,전남,15,0,4
830,20200405,경북,1314,44,899
831,20200405,경남,109,0,77
832,20200405,제주,12,0,4
833,20200406,서울,563,0,151
834,20200406,부산,122,3,91
835,20200406,대구,6781,129,4865
836,20200406,인천,80,0,27
837,20200406,광주,27,0,15
838,20200406,대전,39,0,19
839,20200406,울산,40,1,27
840,20200406,세종,46,0,17
841,20200406,경기,580,7,213
842,20200406,강원,45,1,23
843,20200406,충북,45,0,29
844,20200406,충남,136,0,102
845,20200406,전북,16,0,7
846,20200406,전남,15,0,4
847,20200406,경북,1316,45,922
848,20200406,경남,111,0,80
849,20200406,제주,12,0,4
850,20200407,서울,567,0,164
851,20200407,부산,123,3,91
852,20200407,대구,6794,134,4918
853,20200407,인천,80,0,27
854,20200407,광주,27,0,15
855,20200407,대전,39,0,20
856,20200407,울산,40,1,28
857,20200407,세종,46,0,17
858,20200407,경기,590,7,226
859,20200407,강원,47,1,24
860,20200407,충북,45,0,29
861,20200407,충남,137,0,104
862,20200407,전북,16,0,7
863,20200407,전남,15,0,4
864,20200407,경북,1317,46,934
865,20200407,경남,112,0,80
866,20200407,제주,12,0,4
867,20200408,서울,578,2,169
868,20200408,부산,125,3,94
869,20200408,대구,6803,137,4961
870,20200408,인천,84,0,27
871,20200408,광주,27,0,15
872,20200408,대전,39,0,20
873,20200408,울산,40,1,28
874,20200408,세종,46,0,14
875,20200408,경기,596,10,237
876,20200408,강원,49,1,24
877,20200408,충북,45,0,29
878,20200408,충남,137,0,106
879,20200408,전북,17,0,7
880,20200408,전남,15,0,4
881,20200408,경북,1320,46,954
882,20200408,경남,113,0,80
883,20200408,제주,12,0,4
884,20200409,서울,590,2,174
885,20200409,부산,125,3,97
886,20200409,대구,6807,139,5106
887,20200409,인천,84,0,31
888,20200409,광주,27,0,15
889,20200409,대전,39,0,20
890,20200409,울산,40,1,28
891,20200409,세종,46,0,16
892,20200409,경기,606,11,259
893,20200409,강원,49,1,24
894,20200409,충북,45,0,30
895,20200409,충남,138,0,105
896,20200409,전북,17,0,7
897,20200409,전남,15,0,4
898,20200409,경북,1320,47,968
899,20200409,경남,115,0,82
900,20200409,제주,12,0,4
901,20200410,서울,595,2,185
902,20200410,부산,126,3,98
903,20200410,대구,6807,142,5193
904,20200410,인천,85,0,34
905,20200410,광주,27,0,15
906,20200410,대전,39,0,21
907,20200410,울산,40,1,28
908,20200410,세종,46,0,20
909,20200410,경기,615,11,269
910,20200410,강원,49,1,26
911,20200410,충북,45,0,28
912,20200410,충남,138,0,105
913,20200410,전북,17,0,8
914,20200410,전남,15,0,4
915,20200410,경북,1327,48,994
916,20200410,경남,115,0,82
917,20200410,제주,12,0,4
918,20200411,서울,599,2,195
919,20200411,부산,126,3,100
920,20200411,대구,6814,145,5271
921,20200411,인천,85,0,35
922,20200411,광주,27,0,17
923,20200411,대전,39,0,22
